numprocesso;ano;modalidade;numcontrato;anocontrato;orgao
644;2023;Pregão Eletrônico (Lei Federal 14.133/2021);9011;2024;SEED - Secretaria de Estado da Educação
644;2023;Pregão Eletrônico (Lei Federal 14.133/2021);9337;2024;PMPR-BPRV - Batalhão de Polícia Rodoviária - SESP
644;2023;Pregão Eletrônico (Lei Federal 14.133/2021);434;2025;PCP-SESP - Polícia Científica do Paraná - SESP (Antigo IC-SESP)
644;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3592;2025;ADAPAR - Agência de Defesa Agropecuária do Paraná
644;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4724;2025;PGE - Procuradoria Geral do Estado
644;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5253;2025;AMEP - Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC)
645;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7260;2023;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2227;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2232;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2233;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2237;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2240;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2241;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2242;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2243;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2254;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2255;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2256;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2258;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2260;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2265;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2269;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2270;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2271;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2272;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2273;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2277;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2302;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2305;2024;PRESP - Paraná Esporte (Antigo IPCE)
647;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8922;2024;PRESP - Paraná Esporte (Antigo IPCE)
650;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7771;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
653;2023;Pregão Eletrônico (Lei Federal 14.133/2021);57;2024;CEDEC - Coordenadoria Estadual de Defesa Civil
655;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5623;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
655;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6549;2024;PMPR-HPM - Hospital da Polícia Militar - SESP
655;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7007;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
655;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7034;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
655;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2427;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
656;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7778;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
656;2023;Pregão Eletrônico (Lei Federal 14.133/2021);548;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
657;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7776;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
658;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6475;2023;UEM - Universidade Estadual de Maringá
660;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6344;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
660;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1756;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
662;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7523;2023;UNICENTRO - Universidade Estadual do Centro-Oeste
664;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2013;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4784;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4788;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4861;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4873;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4887;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4896;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4899;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4912;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4917;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4934;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8800;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8803;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8807;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8812;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8816;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8833;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8837;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8839;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8841;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8847;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8852;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
665;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8855;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
666;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6829;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
667;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1744;2024;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
670;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6946;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
670;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6948;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
671;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1748;2025;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
672;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5050;2024;SEED - Secretaria de Estado da Educação
675;2023;Pregão Eletrônico (Lei Federal 14.133/2021);238;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
675;2023;Pregão Eletrônico (Lei Federal 14.133/2021);304;2025;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
676;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1886;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
676;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1887;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
676;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1888;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
677;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1090;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
677;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1091;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
677;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1092;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
679;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6797;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
680;2023;Pregão Eletrônico (Lei Federal 14.133/2021);556;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
683;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6370;2023;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
684;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1654;2024;UEM - Universidade Estadual de Maringá
684;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1688;2024;UEM - Universidade Estadual de Maringá
685;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6794;2023;SESA-FUNSAUDE - Fundo Estadual de Saúde do Paraná - FUNSAUDE
688;2023;Pregão Eletrônico (Lei Federal 14.133/2021);773;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
690;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7552;2023;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
692;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1817;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
692;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1818;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
692;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1819;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
692;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1820;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
693;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6847;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
695;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7733;2023;UEPG - Universidade Estadual de Ponta Grossa
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1089;2024;UEM - Universidade Estadual de Maringá
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1093;2024;UEM - Universidade Estadual de Maringá
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1106;2024;UEM - Universidade Estadual de Maringá
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1108;2024;UEM - Universidade Estadual de Maringá
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1110;2024;UEM - Universidade Estadual de Maringá
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1111;2024;UEM - Universidade Estadual de Maringá
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1112;2024;UEM - Universidade Estadual de Maringá
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1115;2024;UEM - Universidade Estadual de Maringá
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1116;2024;UEM - Universidade Estadual de Maringá
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1117;2024;UEM - Universidade Estadual de Maringá
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1119;2024;UEM - Universidade Estadual de Maringá
698;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1120;2024;UEM - Universidade Estadual de Maringá
699;2023;Pregão Eletrônico (Lei Federal 14.133/2021);186;2024;UENP - Universidade Estadual do Norte do Paraná
701;2023;Pregão Eletrônico (Lei Federal 14.133/2021);465;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
701;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5625;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
703;2023;Pregão Eletrônico (Lei Federal 14.133/2021);467;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
703;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4614;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
704;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6517;2023;CASA CIVIL - Casa Civil do Estado do Paraná
706;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7724;2023;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
710;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3067;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
711;2023;Pregão Eletrônico (Lei Federal 14.133/2021);411;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
712;2023;Pregão Eletrônico (Lei Federal 14.133/2021);412;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6011;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6235;2024;SEED - Secretaria de Estado da Educação
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6249;2024;SEED - Secretaria de Estado da Educação
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6610;2024;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6669;2024;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6737;2024;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6756;2024;SEDEF - Secretaria de Estado do Desenvolvimento Social e Família
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7340;2024;DPC - Departamento de Polícia Civil - SESP
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7613;2024;SEED - Secretaria de Estado da Educação
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7692;2024;SEED - Secretaria de Estado da Educação
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7698;2024;SEED - Secretaria de Estado da Educação
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7705;2024;SEED - Secretaria de Estado da Educação
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7706;2024;SEED - Secretaria de Estado da Educação
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7935;2024;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8092;2024;SESP - Secretaria de Estado da Segurança Pública
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8094;2024;SESP - Secretaria de Estado da Segurança Pública
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8095;2024;SESP - Secretaria de Estado da Segurança Pública
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8130;2024;UEM - Universidade Estadual de Maringá
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8149;2024;AMEP - Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC)
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8457;2024;SEIA - Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI)
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8488;2024;SEIA - Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI)
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8931;2024;SEED - Secretaria de Estado da Educação
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);8986;2024;SECOM - Secretaria de Estado da Comunicação
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);9020;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);9037;2024;AMEP - Agência de Assuntos Metropolitanos do Paraná (Antigo COMEC)
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);9079;2024;SECOM - Secretaria de Estado da Comunicação
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);9227;2024;SEAP - Secretaria de Estado da Administração e da Previdência
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);9235;2024;SEAP - Secretaria de Estado da Administração e da Previdência
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1165;2025;SECOM - Secretaria de Estado da Comunicação
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2308;2025;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
715;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2567;2025;IPARDES - Instituto Paranaense de Desenvolvimento Econômico e Social
716;2023;Pregão Eletrônico (Lei Federal 14.133/2021);441;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
716;2023;Pregão Eletrônico (Lei Federal 14.133/2021);443;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
716;2023;Pregão Eletrônico (Lei Federal 14.133/2021);444;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
716;2023;Pregão Eletrônico (Lei Federal 14.133/2021);445;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
716;2023;Pregão Eletrônico (Lei Federal 14.133/2021);446;2024;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
717;2023;Pregão Eletrônico (Lei Federal 14.133/2021);3246;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
719;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4349;2024;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
719;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4350;2024;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
720;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1371;2024;PMPR-HPM - Hospital da Polícia Militar - SESP
720;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1372;2024;PMPR-HPM - Hospital da Polícia Militar - SESP
720;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1375;2024;PMPR-HPM - Hospital da Polícia Militar - SESP
720;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1376;2024;PMPR-HPM - Hospital da Polícia Militar - SESP
721;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1778;2024;UEM - Universidade Estadual de Maringá
721;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1779;2024;UEM - Universidade Estadual de Maringá
721;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1780;2024;UEM - Universidade Estadual de Maringá
721;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1781;2024;UEM - Universidade Estadual de Maringá
723;2023;Pregão Eletrônico (Lei Federal 14.133/2021);217;2024;UEM - Universidade Estadual de Maringá
726;2023;Pregão Eletrônico (Lei Federal 14.133/2021);763;2024;ALEP - Assembleia Legislativa do Estado do Paraná
726;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1121;2024;ALEP - Assembleia Legislativa do Estado do Paraná
728;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6621;2023;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
731;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6812;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
732;2023;Pregão Eletrônico (Lei Federal 14.133/2021);206;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
733;2023;Pregão Eletrônico (Lei Federal 14.133/2021);886;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
736;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6789;2023;UNESPAR - Universidade Estadual do Paraná
737;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1954;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
737;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1955;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
737;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1975;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
737;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1977;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
737;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1978;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
737;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5582;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
738;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6810;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
740;2023;Pregão Eletrônico (Lei Federal 14.133/2021);669;2024;UENP - Universidade Estadual do Norte do Paraná
740;2023;Pregão Eletrônico (Lei Federal 14.133/2021);690;2024;UENP - Universidade Estadual do Norte do Paraná
742;2023;Pregão Eletrônico (Lei Federal 14.133/2021);672;2024;UENP - Universidade Estadual do Norte do Paraná
743;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2244;2025;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
744;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6830;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
749;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6688;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
750;2023;Pregão Eletrônico (Lei Federal 14.133/2021);121;2024;UEPG - Universidade Estadual de Ponta Grossa
751;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6808;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
752;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2718;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
752;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2731;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
752;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2733;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
752;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2734;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
752;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2735;2024;UEPG-HURCG - Hospital Universitário Regional dos Campos Gerais
753;2023;Pregão Eletrônico (Lei Federal 14.133/2021);732;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
754;2023;Pregão Eletrônico (Lei Federal 14.133/2021);468;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
755;2023;Pregão Eletrônico (Lei Federal 14.133/2021);559;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
757;2023;Pregão Eletrônico (Lei Federal 14.133/2021);495;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
759;2023;Pregão Eletrônico (Lei Federal 14.133/2021);558;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
760;2023;Pregão Eletrônico (Lei Federal 14.133/2021);408;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
762;2023;Pregão Eletrônico (Lei Federal 14.133/2021);6728;2023;UEM - Universidade Estadual de Maringá
763;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1026;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
765;2023;Pregão Eletrônico (Lei Federal 14.133/2021);2178;2024;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
766;2023;Pregão Eletrônico (Lei Federal 14.133/2021);1990;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
767;2023;Pregão Eletrônico (Lei Federal 14.133/2021);410;2024;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
768;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4267;2024;UNESPAR - Universidade Estadual do Paraná
768;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4278;2024;UNESPAR - Universidade Estadual do Paraná
768;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4280;2024;UNESPAR - Universidade Estadual do Paraná
768;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4286;2024;UNESPAR - Universidade Estadual do Paraná
768;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4288;2024;UNESPAR - Universidade Estadual do Paraná
769;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4027;2025;UEM - Universidade Estadual de Maringá
769;2023;Pregão Eletrônico (Lei Federal 14.133/2021);4451;2025;UEM - Universidade Estadual de Maringá
770;2023;Pregão Eletrônico (Lei Federal 14.133/2021);616;2024;PCP-SESP - Polícia Científica do Paraná - SESP (Antigo IC-SESP)
771;2023;Pregão Eletrônico (Lei Federal 14.133/2021);7422;2023;PMPR-CGPM - Comando Geral da Polícia Militar - SESP
773;2023;Pregão Eletrônico (Lei Federal 14.133/2021);5394;2024;IML-SESP - Instituto Médico Legal - SESP
