numprocesso,objeto,orgao,adesao_ata_srp-2023__qtd_registros,alteracoes_ata_srp-2023__qtd_registros,contratos-2023__qtd_registros,empresas_participantes-2023__qtd_registros,itens-2023__qtd_registros,lotes-2023__qtd_registros,orgaos_participantes-2023__qtd_registros,publicidade-2023__qtd_registros,anomaly_score,is_anomalous
555,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Cívico Militar Anita Garibaldi, localizado à Rua dos Estudantes, 62, telefone 43 3475-2035, no Município de Jardim Alegre, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,5.0,4.0,4.0,3.0,,1.0,-0.17555870527867262,0
558,Coletes de identificação a serem utilizados pelos Assistentes Administrativos terceirizados que  exercem suas funções nas unidades da Polícia Civil.,SESP-Secretaria de Estado da Segurança Pública,,,3.0,5.0,16.0,16.0,,2.0,-0.16199465070819857,0
567,"Contratação de empresa para prestação de serviços continuados especializado de fornecimento, instalação e manutenção de sistema de gestão integrada de exames de radiologia Picture Archiving and Comunication System - PACS",UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,,,1.0,2.0,2.0,2.0,2.0,4.0,-0.17134190512348624,0
570,"Contratação de empresa especializada na prestação de serviços continuados de manutenção preventiva e corretiva de dois elevadores, com fornecimento de peças, de mão de obra, ferramentas, equipamentos, materiais de consumo, e materiais de reposição imediata, em lote único, pelo prazo de 12 meses, para atender as demanda da Agência Reguladora de Serviços Delegados do Paraná - Agepar.",AGEPAR-Agência Reguladora de Serviços Públicos Delegados do Paraná,,,1.0,17.0,13.0,18.0,,7.0,-0.1425827792530555,0
578,"Contratação de empresa especializada para execução de serviços comuns de engenharia na Escola
Estadual do Campo de Guaraí, localizado à Rua Nicanor Tavares dos Santos, S/N, Distrito de
Guaraí, telefone 42 -3637-1441, no Município de Nova Laranjeiras, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,1.0,-0.17963316165777965,0
580,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Machado de Assis, localizado à Rua Rio de Janeiro, 411, Centro, telefone 43 3232-1190, no Município de Sertanópolis, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,3.0,3.0,3.0,,1.0,-0.18265448420695463,0
581,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Padre Eduardo Michelis, localizado à Rua Nossa Senhora da Luz, 46, Centro, telefone 45 3244-1402, no município de Missal, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,26.0,43.0,43.0,,1.0,-0.11290393125322268,0
583,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Nestor Victor, localizado na Avenida Passos, 188, Centro, telefone 44 3636-1172, no Município de Pérola, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,2.0,-0.18444826629053668,0
584,"Contratação de empresa especializada para execução de serviços comns de engenharia n a Escola Estadual Professora Rosa Frederica Johnson , localizada na Rua João Antunes de Lara 333, Bairro Cachoeira telefone 41  3657 7672 , no Município de Almirante Tamandaré.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,5.0,3.0,5.0,,2.0,-0.18155700258560808,0
589,"Contratação de empresa especializada para execução de serviços comuns de engenharia na Escola Estadual do Conjunto Habitacional Virgínio Seco, localizado à Rua Minas Gerais, S/N, Conjunto Habitacional Virgínio Seco, telefone  43 3451-1446, no Município de São Pedro do Ivaí, Estado do Paraná,",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,2.0,-0.18798872589186633,0
590,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual José Sarmento Filho, localizado à Rua Geraldo Vieira Gomes, 178, telefone 44 3573-1420, no Município de Iretama, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,15.0,4.0,,2.0,-0.1815025766867579,0
593,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Astolpho Macedo Souza, localizado à Rua Expedicionário, 158, Bairro S. Basílio Magno, telefone 42 3522-2641, no Município de União da Vitória, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,2.0,2.0,2.0,1.0,2.0,-0.17309923265531818,0
601,"A presente licitação tem por objeto a seleção da proposta apta a gerar o resultado mais vantajoso para contratação de empresa especializada para prestação de serviços de assistência técnica, manutenção preventiva e corretiva do sistema de água quente e fria em seus pontos de consumo e toda a rede de prevenção de incêndio do Hospital Universitário Regional dos Campos Gerais e Hospital Universitário Materno Infantil",UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,,,1.0,3.0,4.0,5.0,,5.0,-0.16871530130557588,0
604,"Serviço de manutenção preventiva e corretiva de elevador, incluindo troca de peças quando necessário, a fim de atender a demandada da Corregedoria Geral da Polícia Militar do Paraná",SESP-Secretaria de Estado da Segurança Pública,,,2.0,2.0,2.0,2.0,,1.0,-0.1662969893591828,0
610,"Aquisição de materiais de construção, serralheria, elétrico e eletrônico",UEM-Universidade Estadual de Maringá,,,2.0,67.0,71.0,71.0,,1.0,-0.015438240951316184,0
615,"Consumíveis para manutenção e qualificação das técnicas de análise instrumental, visando atender as necessidades dos Laboratórios de Química Forense e Toxicologia Forense da Polícia Científica do Paraná.",SESP-Secretaria de Estado da Segurança Pública,,,6.0,14.0,40.0,15.0,,2.0,-0.13192191524154745,0
617,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Alberto da Silva Paraná, localizado à Rua Abel Alves da Silva, 118, Centro, telefone 42
3274-1224, no município de Ventania, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,2.0,2.0,,1.0,-0.17347707366822934,0
618,"CONTRATAÇÃO DE SERVIÇOS COMUNS DE ENGENHARIA PARA ADEQUAÇÃO DA REDE ELÉTRICA DO AUDITÓRIO CENTRAL DO CÂMPUS CEDETEG DA UNICENTRO, EM GUARAPUAVA-PR, COM RECURSOS PRÓPRIOS.",UNICENTRO-Universidade Estadual do Centro-Oeste,,,,,2.0,2.0,,4.0,-0.18502974227192537,0
621,"CONTRATAÇÃO DE SERVIÇOS COMUNS DE ENGENHARIA PARA INSTALAÇÃO DE SISTEMA DE ENERGIA SOLAR FOTOVOLTAICA NA CLÍNICA ESCOLA VETERINÁRIA DA UNICENTRO, EM GUARAPUAVA-PR, COM RECURSOS PRÓPRIOS.",UNICENTRO-Universidade Estadual do Centro-Oeste,,,2.0,2.0,3.0,3.0,,5.0,-0.1719390198292839,0
622,"Contratação de empresa especializada para execução de serviços comuns de engenharia na Escola Estadual Machado de Assis, localizado na Rua Inglaterra, 1010, Centro, telefone 44 3436-1370, no município de Itaúna do Sul, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,2.0,-0.18535555029728634,0
623,Aquisição de Material Elétrico,UNIOESTE TOLEDO-Universidade Estadual do Oeste do Paraná - Campus Toledo,,,3.0,121.0,50.0,33.0,,2.0,-0.06305792051159054,0
633,"Execução dos Serviços de Saneamento para Locação e Gerenciamento de Contentores Móveis
Sanitários, instalados na orla balneária do Estado do Paraná, com Higienização, Coleta e Tratamento do Esgotamento Sanitário Classe I, Fornecimento de Mão De Obra, Equipamentos, Materiais e Solução
Tecnológica Customizada Através da Utilização de Aplicativos Móveis e Plataforma Administrativa WEB para Gestão dos Serviços Georreferenciados de Registro fotograficos Monitoramento, Rastreabilidade e Relatórios.",DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),,6.0,2.0,4.0,3.0,4.0,2.0,3.0,-0.15200299287614616,0
636,"Contratação de empresa especializada para a prestação do serviço continuado de
manutenção preventiva e corretiva das redes elétrica hidráulica lógica e de telefonia 
com fornecimento de materiais e mão de obra sem regime de dedicação exclusiva
necessários à completa execução dos serviços para atender as demandas da Secretaria
de Estado da Administração e da Previdência  SEAP",DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),,,1.0,2.0,5.0,3.0,,4.0,-0.15977935090614853,0
642,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual do Campo Pedro Rufino de Siqueira, localizado na Linha Boa Vista de São Roque, s/n, telefone 46 99982-0688, no Município de Espigão Alto do Iguaçu, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,1.0,-0.18370207661396254,0
643,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Cívico-Militar Barão de Capanema, localizado na Rua Afonso Ditzel, 870, Bairro Centro, telefone 42 3446-1131 42 3446-1343, no Município de Prudentópolis, Estado do Paraná, conforme Planilha Orçamentária de Referência Anexo XIII.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,4.0,8.0,7.0,8.0,,1.0,-0.16526519276894713,0
650,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Álvaro Natel de Camargo, localizado à Rua Belo Horizonte, 423, Centro, telefone 46 3553-1113 46 3553-1150, no Município de Espigão Alto do Iguaçu, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,18.0,18.0,18.0,,1.0,-0.13875400226962598,0
653,Contratação de empresa para prestação de serviços especializada no gerenciamento do serviço de fornecimento de vale refeição em cartões eletrônicos com chip magnéticos ou de tecnologia similar para atender os agentes públicos da Coordenadoria Estadual da Defesa Civil.,DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),,,1.0,1.0,2.0,2.0,,6.0,-0.14142747152392904,0
656,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Padre Sigismundo, localizado na Rua Marfim, 1177, Centro, telefone 46 3532-1013, no Município de Quedas do Iguaçu, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,1.0,3.0,3.0,,1.0,-0.18160100697134696,0
657,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Estadual Procópio Ferreira Caldas, localizado à Rua Dário Alves Ribeiro, 32, São João,
telefone  42 3677-1065 / 999719736, no município de Pinhão, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,4.0,4.0,,1.0,-0.16306992602162984,0
661,"Prestação de serviços contínuos de manutenção preventiva e corretiva resgate e responsabilidade
técnica de elevadores e plataformas elevatórias com fornecimento de materiais de consumo insumos componentes e peças novas e originais do fabricante do equipamento instalados nas dependências da Procuradoria Geral do Estado Sede 01 e Sede 02",DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),,,,2.0,21.0,5.0,16.0,1.0,-0.1608189309521944,0
663,"Contratação de empresa especializada para fornecimento e instalação de itens personalizados, placas em aço inox e banners, para utilização nas inaugurações de obras da Universidade Estadual do Norte do Paraná.",UENP-Universidade Estadual do Norte do Paraná,,,,,2.0,1.0,,1.0,-0.1748144056873252,0
665,Serviços de manutenção predial,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,,,23.0,1.0,24.0,29.0,,2.0,-0.07594728269206258,0
666,"Contratação de empresa especializada para execução de serviços comuns de engenharia para o
Colégio Estadual do Campo Professora Fabiana Pimentel, localizado à Rua Paranavaí, 550, Distrito
Socavão, telefones  42 3245-1107 e  42 3245-1190, no Município de Castro, Estado do Paraná,",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,1.0,-0.16974218512718336,0
673,"CONTRATAÇÃO DE SERVIÇOS DE INSTALAÇÃO DE REDE DE ENERGIA ELÉTRICA AÉREA EM BAIXA TENSÃO E INSTALAÇÕES DE COMPONENTES ELÉTRICOS EM EDIFICAÇÃO DA FAZENDA ESCOLA DA UNICENTRO, EM GUARAPUAVA-PR, COM RECURSOS DO TED 227/2023 SETI.",UNICENTRO-Universidade Estadual do Centro-Oeste,,,,2.0,4.0,4.0,,5.0,-0.1723817127406661,0
679,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Castro Alves, localizado na Avenida das Araucárias, s/nº, Bairro Salto Osório, telefone 46 3559-1141, no Município de Quedas do Iguaçu, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,1.0,1.0,,1.0,-0.17152195377272778,0
680,"Contratação de empresa especializada para execução de serviços comuns de engenharia na Escola Estadual Elvira Balani dos Santos, localizado na Rua Carlos Chagas, 2053, Zona 06, telefone 44 3262-1742, no município de Maringá, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,4.0,6.0,10.0,11.0,,3.0,-0.17736385559421136,0
688,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Estadual M i g u e l N a s s i f Ma luf , localiza do na R u a J o s é V i l a r i n o d e M e s quita, s/n , Bairro V ila Verde telefone 4 3 3 528 2 0 9 4 , no Município de W e n c e s l a u B r a z , Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,10.0,9.0,9.0,,1.0,-0.1708402423580564,0
693,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Estadual Cívico-Militar José Pavan, localizado à Rua Amazonas, 345, Bairro Vila São Pedro,
telefone 43- 3527-1505, no Município de Jacarezinho, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,19.0,23.0,23.0,,3.0,-0.1366179539689702,0
701,"Contratação de empresa especializada para execução de serviços comu ns de engenharia n a EscolaEstadual Francisco Inácio de Oliveira , localizado na Rua Xavier da Silva , 51 , Centro telefone 4 3 - 35 63 1187 , n a cidade de Tomazina , Estado do Paraná,",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,5.0,8.0,5.0,7.0,,1.0,-0.17297024833296515,0
702,"Locação de Postos de Guarda-vidas Edificados para atender a demanda do Corpo de Bombeiros Militar do Paraná, durante serviço de prevenção aquática na Operação
Verão.",CBMPR-Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB),,,3.0,3.0,3.0,3.0,,1.0,-0.17481357173226403,0
703,"Contratação de empresa especializada para execução de serviços comu ns de engenharia n o
Colé gio Estadual Juventude de Santo Antonio , localizado na Rua Ricardo Zanetti , s/n , Bairro São
Caetano telefone 41- 3 636 9189 , n a cidade de Balsa Nova , Estado do Paraná, conforme Planilha",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,4.0,4.0,3.0,,3.0,-0.18212856261058957,0
704,Prestação de Serviços Continuados de Locação de 02 CONTAINERS - 01 Tipo Depósito 20 pés e 01 Tipo Modular Habitacional 20 pés incluindo os serviços de mobilização de desmobilização para atender a demanda da CASA CIVIL no período da Reforma do Prédio do Palácio Iguaçu para o período de 12 meses conforme Termo de Referência.,CASA CIVIL-Casa Civil do Estado do Paraná,,,2.0,2.0,4.0,3.0,,3.0,-0.17332357707011464,0
710,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Cívico-Militar Érico Veríssimo, localizado à Rua Noruega, 340, Centro, telefone 43 3254-3229, no município de Cambé, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,3.0,2.0,3.0,,3.0,-0.18346830572582695,0
711,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Cristo Rei, localizado à Rua Padre Réus, 174, Bairro Cristo Rei, telefone 46 3523-2864, no Município de Francisco Beltrão, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,2.0,2.0,,3.0,-0.16729950761911877,0
712,"Contratação de empresa especializada para execução de serviços comuns de engenharia na Escola
Estadual Marquês de Maricá, localizado à Rua Acácia, 2043, Centro, telefone  46 3542-1945, no
Município de Santa Izabel do Oeste, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,3.0,3.0,3.0,,1.0,-0.16812012203709875,0
717,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Estadual Professora Iara Bergmann, localizado à Rua Reinaldo de Carvalho Bola, 101,
Ganchinho, telefone 41 3289-3883, no Município de Curitiba.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,10.0,12.0,12.0,,1.0,-0.1674183495919112,0
728,Aquisição do sistema de chamada de enfermagem com serviço de mão de obra especializada para a remoção do sistema existente e instalação dos equipamentos novos para o Hospital Universitário Regional dos Campos Gerais  e Hospital Universitário Materno Infantil,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,,,1.0,2.0,4.0,2.0,,1.0,-0.1717301688711787,0
729,"Registro de Preços para eventual Aquisição de equipamentos de ar-condicionado, materiais para instalação e mão de obra para as unidades de Campus de Cascavel, Campus de Toledo, Campus de Marechal C. Rondon, Campus de Francisco Beltrão, Campus de Foz do Iguaçu, Reitoria e Hospital Universitário  HOUP",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,,15.0,23.0,15.0,113.0,2.0,-0.16367747681950262,0
731,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Estadual Cívico-Militar Alberto Jackson Byington Júnior, localizado à Rua Saint Hilaire, 1318,
Zona 5, telefone 44 3224-1233, no Município de Maringá, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,1.0,1.0,,1.0,-0.16293969494458488,0
732,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Professor Guido Straube, localizado na Rua Jacarezinho, 1680, Bairro Mercês, telefone 41 3335-8241, no Município de Curitiba",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,8.0,8.0,,7.0,-0.1553120157605083,0
733,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Desembargador Clotário Portugal, localizado à Rua Rodolfo Castagnolli, 1095, Centro, telefone 41 3292-1465, no Município de Campo Largo, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,3.0,2.0,,2.0,-0.18458434174682825,0
736,contratação de empresa especializada na execução de serviços comuns de engenharia Referidos serviços englobam projetos laudos e obras de reforma com benefícios para o campus de Paranaguá da Universidade Estadual do Paraná UNESPAR O presente lote tem como objetivo a contratação de uma empresa especializada em serviços de engenharia procedimentos e fornecimento de materiais para a execução de reforma nas edificações do Campus de Paranaguá Demais informações de acordo com o Termo de Referência ou Memorial Descritivo e demais documentos que compõem a Pasta Técnica do Lote,UNESPAR-Universidade Estadual do Paraná,,,3.0,11.0,10.0,10.0,,3.0,-0.1561069285976372,0
738,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Cívico Militar João Paulo II, localizado na Rua José Izidorio da Silva, 369, Vila Bamerindus, telefone 43 3557-1006, no Município de Arapoti, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,5.0,5.0,,2.0,-0.1721334594695847,0
744,"Contratação de empresa especializada para execução de serviços comuns de engenharia na Escola Estadual Antônio Lopes Júnior, localizado à Rua das Castanheiras, 80, Vila São João, telefone 42 3422-7075, no Município de Irati, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,9.0,5.0,9.0,,3.0,-0.17288522212643248,0
749,Prestação de serviços de manutenção preventiva e corretiva no sistema de climatização do HOSPITAL UNIVERSITÁRIO DO OESTE DO PARANÁ  HUOP.,UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná,,,1.0,4.0,3.0,3.0,,3.0,-0.16773975224231746,0
751,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Professora Edithe, localizado à Rua Mato Grosso, 9255, Bairro Ferraria, telefone 41 3649-3443, no Município de Campo Largo, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,4.0,10.0,4.0,,3.0,-0.1767766791829382,0
753,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Estadual Dr. Sebastião Paraná, localizado à Rua 7 de Setembro, 391, Centro, telefone 43
3528-2233, no Município de Wenceslau Braz, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,3.0,3.0,,1.0,-0.16744715734965587,0
754,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Vila Industrial, localizado à Rua Brasília, 179, Vila Industrial, telefone 42 3635-3252, no Município de Laranjeiras do Sul, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,5.0,15.0,16.0,16.0,,3.0,-0.15416293496892192,0
755,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Tancredo de Almeida Neves, localizado na Avenida Tuiuti Quadra 46, 3427, Conjunto Habitacional Branca Vieira, telefone 44 3253-3422, no Município de Maringá, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,4.0,7.0,7.0,8.0,,3.0,-0.17842926988285224,0
757,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Estadual J o s é d e A n c h i e t a , localizado na P r a ç a C o r o n e l A m a zonas s/n , Bairro Centro telefone 4 2 - 3 5 2 8 1 8 2 3 , no Município de U n i ã o d a V it ória , Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,11.0,11.0,11.0,,3.0,-0.15098631548945868,0
759,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Cívico-Militar Doutora Zilda Arns localizado à Rua Paulo Fábio Pimentel Gonçalves, 2392, Bairro Parque San Remo, telefone 44 3639-6106, no Município de Umuarama, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,4.0,4.0,4.0,,2.0,-0.1706047416289267,0
760,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Professora Maria de Lourdes Rodrigues Morozowski, localizado na Rua Presidente Washington Luiz, 181, Bairro Vila Paranaguá, telefone 41 3425-4002, no Município de Paranaguá, Estado do Paraná,",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,4.0,12.0,18.0,18.0,,3.0,-0.1530068693752899,0
763,Contratacao de empresa para a prestacao de servicos comuns de engenharia referentes a Reparos no Laboratorio Central de Solos do DER  em Curitiba  com area de 230 m2,DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,3.0,6.0,7.0,6.0,,4.0,-0.18415201411225712,0
765,"Contratação de empresa especializada para realizar a prestação de serviços de Cursos de Capacitação Profissional Qualificação Pintura de Obras Imobiliárias, atendendo a demanda do Departamento de Polícia Penal do Estado do Paraná  DEPPEN/PR",SESP-Secretaria de Estado da Segurança Pública,,,2.0,14.0,13.0,13.0,,2.0,-0.16796627664746755,0
766,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Estadual Cívico-Militar da Vila John Kennedy, localizado à Rua Romeiras, 2940, telefone
46  3532-51393, no Município de Quedas do Iguaçu, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,4.0,2.0,4.0,,1.0,-0.17572481498880416,0
767,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Cívico-Militar Manoel Ribas, localizado à Rua Professora Leonídia, 995,Centro, telefone 42 3623-3742, no Município de Guarapuava, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,1.0,1.0,,1.0,-0.16221215083468232,0
771,Aquisição de UTV Elétrico para atender à demanda da PMPR.,SESP-Secretaria de Estado da Segurança Pública,,,12.0,18.0,29.0,30.0,,3.0,-0.11234451617598123,0
774,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Centro Estadual de Educação Profissional Agrícola Fernando Costa, localizado na BR 369 Km, 68,
Bairro Laranjinha, telefone  43  3531-1326, no Santa Mariana, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,9.0,11.0,7.0,,2.0,-0.1777276589859173,0
776,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Professor Júlio Mesquita, localizado na Rua Maria Theodora de Paula Costa, 49, Jardim das Américas, telefone 41 3266-2324, no município de Curitiba, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,3.0,3.0,3.0,,2.0,-0.18591101629715506,0
778,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Rodrigues Alves, localizado à Rua Morangueira, 880, telefone 44 3263-2177, no Município de Maringá, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,3.0,3.0,,2.0,-0.1495009027514438,0
779,"Contratação de empresa especializada para execução de serviços comu ns de engenharia no
Colégio Estadual C ívico Militar Gregório Szeremeta , localizado na Rua Benjamin Branco , 729 ,
Centro telefone 4 2  3276 1592 , no Município de Reserva , Estado do Paraná, conforme Planilha",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,3.0,3.0,3.0,,3.0,-0.18709013486586845,0
781,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Presidente Costa e Silva, localizado na Rua Prefeito Daniel Jorge, 657, telefone 43 3567-1407, no Município de Sengés, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,6.0,4.0,6.0,,3.0,-0.18278582695470635,0
782,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Cívico Militar Monteiro Lobato, localizado na Rua Doutor Gervásio Morales, 771, Centro, telefone 43 3232-1131, no Município de Sertanópolis, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,4.0,5.0,6.0,7.0,,3.0,-0.18074336935584623,0
786,"Aquisição de 2000 dois mil sacos de 25kg de C.A.U.Q. Concreto Asfáltico Usinado a Quente, produzido com CAP 50/70 para aplicação a frio, conforme quantidades e especificações ES-p 21/17 para atender a demanda da Superintendência Regional Campos Gerais.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,4.0,5.0,5.0,,2.0,-0.1643890350864629,0
787,Contratação de empresa especializada para a prestação de serviços de alvenaria nos tanques de piscicultura e manutenção em poço artesiano,UEM-Universidade Estadual de Maringá,,,1.0,2.0,2.0,2.0,,1.0,-0.1745268327986248,0
789,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual do Campo Joaquim Maximiano Marques, localizado à Rua Principal, s n, Distrito Nova Brasília do Itararé, no Município de Carlópolis, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,5.0,5.0,5.0,,3.0,-0.18082007399409777,0
804,"Contratação de empresa especializada para execução de serviços comuns de engenharia no
Colégio Estadual Maria Arminda, localizado na Avenida Thiago Peixoto, 1419, Batel, telefone  41
3432-1552, no Município de Antonina, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,3.0,3.0,3.0,3.0,,3.0,-0.1641261684285512,0
806,"Contratação de empresa especializada para execução de serviços comuns de engenharia no Colégio Estadual Cívico-Militar Olivo Fracaro, localizado à Rua da Gávea, 1123, Parque Morumbi, telefone 45 3225-6662, no Município de Cascavel, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,10.0,23.0,23.0,23.0,,1.0,-0.12119326273153902,0
