numprocesso;ano;modalidade;nrlote;caracteristicas;situacao;valor_estimado;valor_ou_desconto_homologado;cpf_cnpj_vencedor;nome_razaosocial_vencedor
852;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;AQUISIÇÃO DE UNIFORMES PARA ATENDER AS DEMANDAS DA EQUIPE SSG DO CERIMONIAL E RELAÇÕES INTERNACIONAIS. ;Fase Certame;32052.20;;;
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Brookshear, J.Glenn. Ciência da Computação - Uma Visão Abrangente. 11ª ed. Pearson, 2018.;Homologado;564.14;459.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Stallings, William. Fundamentos de Sistemas de Computadores. 7ª ed. Pearson, 2018.;Homologado;640.00;640.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Cormen, Thomas H., Leiserson, Charles E., Rivest, Ronald L., Stein, Clifford. Algoritmos - Teoria e Prática. 3ª ed. Elsevier, 2020.;Homologado;1003.74;849.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Sedgewick, Robert. Algoritmos em C. 3ª ed. Bookman, 2013.;Homologado;260.00;260.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Castells, Manuel. A Sociedade em Rede. 2ª ed. Paz e Terra, 2019.;Homologado;251.28;179.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;Negroponte, Nicholas. A Vida Digital. Companhia das Letras, 2009.;Homologado;97.92;97.92;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;Silberschatz, Abraham, Korth, Henry F., Sudarshan, S. Sistemas de Banco de Dados. 6ª ed. McGraw-Hill, 2018.;Homologado;893.00;628.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;Elmasri, Ramez, Navathe, Shamkant B. Fundamentos de Sistemas de Banco de Dados. 7ª ed. Pearson, 2011.;Homologado;823.46;639.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;Deitel, Paul, Deitel, Harvey. Java - Como Programar. 11 ed. Pearson, 2019.;Homologado;1312.46;859.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;Lafore, Robert. Estruturas de Dados e Algoritmos em Java. 2ª ed. Pearson, 2018.;Homologado;498.20;498.20;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;Pressman, Roger S. Engenharia de Software - Uma Abordagem Profissional. 8ª ed. McGraw-Hill, 2016.;Homologado;620.00;459.60;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12;Sommerville, Ian. Engenharia de Software. 10ª ed. Pearson, 2019.;Homologado;643.20;450.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);13;Tokheim, Roger L. Circuitos Digitais - Princípios e Aplicaçoes. 9ª ed. Pearson, 2019.;Homologado;356.00;356.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);14;Hopcroft, John E., Motwani, Rajeev, Ullman, Jeffrey D. Introdução à Teoria de Automatos, Linguagens e Computação. 3ª ed. Elsevier, 2008.;Homologado;1896.00;1896.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);15;Carneiro, Celina Pinto, Dias, Lucia. Linguagens Formais e Automatos. LTC, 2017.;Homologado;568.00;568.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);16;Stallings, William. Arquitetura e Organização de Computadores. 10ª ed. Pearson, 2019.;Homologado;618.00;473.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);17;Ziviani, Nivio. Projeto de Algoritmos com Implementaçoes em Pascal e C. Cengage Learning.;Homologado;641.86;477.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);18;"Aho, Alfred V., Lam, Monica S., Sethi, Ravi, Ullman, Jeffrey D. Compiladores - Princípios, Técnicas e Ferramentas. 2ª ed.
Pearson, 2008.";Homologado;734.00;493.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);19;Neto, José de Alencar. Construção de Compiladores - Princípios e Prática. LTC, 2009.;Homologado;816.00;816.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);20;Asimov, I. Eu, Robo. São Paulo - Editora Aleph, 2014.;Homologado;154.54;109.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);21;Asimov, I. As Cavernas de Aço. São Paulo - Editora Aleph, 2017.;Homologado;154.54;111.60;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);22;Asimov, I. O Sol Desvelado. São Paulo - Editora Aleph, 2018.;Homologado;154.54;111.60;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);23;Asimov, I. Os Robos da Alvorada. São Paulo - Editora Aleph, 2019.;Homologado;198.60;111.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);24;Asimov, I. Robos e o Império. São Paulo - Editora Aleph, 2019.;Homologado;154.54;111.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);25;ANDRADE, N. J. Higiene na industria de alimentos. Varela - São Paulo, 2014.;Homologado;554.00;553.98;02117769000110;MULTBOOKS LTDA ME
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);26;SILVA Jr., E. A. Manual de Controle Higiênico-Sanitário em Serviços de  Alimentação. Varela - São Paulo. 7 Ed. 2014.;Homologado;690.00;683.98;02117769000110;MULTBOOKS LTDA ME
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);27;GERMANO, P. L. M. GERMANO, M. I. S. Higiene vigilância sanitária de alimentos - qualidade das matérias-primas, doenças transmitidas por alimentos, treinamento de recursos humanos. Manole - São Paulo. 4 Ed. 2011.;Homologado;397.10;308.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);28;GERMANO, P. L. M. GERMANO, M. I. S. Higiene Vigilância Sanitária de Alimentos. Manole - São Paulo, 2008.;Homologado;392.06;336.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);29;GOMES, J. C. Legislação de Alimentos e Bebidas. Editora UFV - Viçosa, 2011.;Homologado;440.00;439.80;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);30;LOPES, E. Guia para a Elaboração de Procedimentos Operacionais Padronizados. Exigidos para a RDC 275 da ANVISA. Varela - São Paulo, 2004.;Homologado;252.00;251.80;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);31;RICCETTO, Luli Neri. A e B de A a Z - Entendendo o setor de alimentos e bebidas. Brasília - Senac. Distrito Federal, 2013.;Homologado;160.00;159.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);32;"KUCHER, Debora. REIS, Juliana Reis. Serviço memorável em alimentos e bebidas - um guia para maitres e supervisores de
bares e restaurantes. São Paulo - Senac São Paulo, 2019.";Homologado;127.40;90.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);33;GIUSEPPE, Raffaele de. et al. Banquetese Catering - Arte, Ciência e Tecnologia. 1 ed. São Paulo - Senac, 2015.;Homologado;558.74;394.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);34;ELEUTERIO, Hélio. Serviços de alimentação e bebidas. 1 ed. São Paulo - Erica, 2015.;Homologado;234.10;234.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);35;CASTELLI, Geraldo. Administração hoteleira. 9 ed. Caxias do Sul, RS - Educs, 2003.;Homologado;198.00;196.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);36;KNIGHT, John Barton. Gestão, planejamento e operação de restaurantes. 3 ed. São Paulo - Roca, 2005.;Homologado;506.00;504.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);37;LOPES, José Demerval S. Segurança alimentar em restaurantes e lanchonetes - treinamento de manipuladores de alimentos. Viçosa, MG - Centro de Produçoes Técnicas, 2004.;Homologado;180.00;178.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);38;Segurança e medicina do trabalho. São Paulo - Atlas, 2022. ISBN 9786559773473.;Homologado;364.74;290.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);39;Weerdmeester B. e Dul, J. Ergonomia prática. São Paulo - Edgard Blucher Ltda, 1995.;Homologado;148.00;98.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);40;RIEDEL, G. Controle sanitário dos alimentos. São Paulo - Atheneu. 3 ed., 2005.;Homologado;497.00;398.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);41;ALMEIDA, T. C. A. HOUGH, G. DAMASIO, M. H. SILVA, M. A. A. Avanços em Análise Sensorial. São Paulo - Varela, 1999.;Homologado;320.00;319.98;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);42;DUTCOSKY, S. D. Análise sensorial de alimentos. Curitiba - Champgnat, 2011.;Homologado;283.00;282.98;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);43;MINIM, V. P. R. Análise sensorial - estudos com consumidores. Viçosa - UFV, 2006.;Homologado;228.00;177.60;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);44;Carpenter, R. P. Lyon, D. H. Hasdell, T. A. Análisis sensorial em eldesarolloy control de lacalidad de alimentos. Zaragoza - Acribia, 2002.;Homologado;1566.00;1399.78;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);45;ELLENDERSEN, L.S. WOSIACKI, G. Análise sensorial descritiva quantitativa - estatística e interpretação. Ponta Grossa - Editora UEPG, 2010.;Homologado;105.20;92.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);46;FERREIRA, V. L. P. Análise sensorial testes discriminativos e afetivos. São Paulo, SP Campinas - PROFÍQUA - SBCTA, 2000.;Homologado;56.00;56.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);47;MEILGAARD, M. CIVILLE, G. V. CARR, B. T. Sensory evaluation techniques. 5 ed. Boca Raton - CRC Press, Inc. 2015.;Homologado;1812.00;1478.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);48;STONE, H. SIDEL, J. L. Sensory evaluation practices. Academic Press, 2004.;Homologado;1611.00;1478.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);49;ORDONEZ, J. A. Tecnologia de alimentos (vol. 1) - componentes dos alimentos e processos. São Paulo - Artmed, 2005. 294p.;Homologado;432.06;264.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);50;FARROW, J. Molhos. Editora Manole, 2004.;Homologado;444.00;440.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);51;GOMENSORO, M. L. Pequeno dicionário de gastronomia. Editora Objetiva, 2003, 432p.;Homologado;316.34;265.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);52;TEICHMANN, I. TECNOLOGIA CULINÁRIA. Caxias do Sul - EDUCS, 2000. 370 Pág.;Homologado;189.46;161.60;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);53;VIEIRA, S. FREUND, F. T. ZUANETTI, R. O Mundo da Cozinha - perfil profissional, técnicas de trabalho e mercado. Rio de Janeiro - SENAC, 2001.;Homologado;200.06;153.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);54;PAIOTTI, J. Arte e Técnica na Cozinha. Editora Varela, 2004.;Homologado;233.60;233.58;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);55;ARAUJO, W. M. C. MONTEBELLO, N. P. BOTELHO, R. B. A. Alquimia dos alimentos. Vol. 2. São Paulo - SENAC, 2007. 560p.;Homologado;282.40;275.98;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);56;PENNA, R. Transformando carnes de segunda em carnes nobres. Editora Leitura, 2006, 208p.;Homologado;175.00;157.98;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);57;Linguanotto Neto, N. Dicionário Gastronomico Ervas e Especiarias. São Paulo - Bocatto/Gaia, 2006, 174 p.;Homologado;432.06;398.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);58;KOVESI, Betty. 400g - técnicas de cozinha. São Paulo - Companhia Editora Nacional, 2007. 568p. ISBN 9788504011203 (broch.).;Homologado;649.28;349.86;03549389000117;LIVRARIA E DISTRIBUIDORA MENTE SANA LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);59;SEBESS, Mariana. Técnicas de cozinha profissional. 3. ed. Rio de Janeiro, RJ - Senac Rio, 2010. 360 p. ISBN 9788574582825 (broch.).;Homologado;513.00;98.00;03549389000117;LIVRARIA E DISTRIBUIDORA MENTE SANA LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);60;TROTTER, Charlie. Facas e cortes - técnicas para cortar, trinchar, picar e filetar legumes, peixes, carnes e frutas. São Paulo - Publifolha, 2009. 224 p. ISBN 9788579140877.;Homologado;520.00;508.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);61;COLUCCI, Ana Carolina Almada. PHILIPPI, Sonia Tucunduva. Nutrição e gastronomia. São Paulo - Manole, 2018.;Homologado;274.46;220.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);62;Wright, J. Treuille, E. Le cordon Bleu. Todas as Técnicas Culinárias. São Paulo - Marco Zero, 6 ed., 2007.;Homologado;541.28;398.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);63;DAMODARAN, S. PARKIN, K. L. Química de Alimentos de Fennema. 5ª ed. Trad. Brandelli et al. Porto Alegre - Artmed, 2018. ISBN 978-8582715451.;Homologado;689.20;424.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);64;FELLOWS, P. J. Tecnologia do processamento de alimentos - princípios e prática. Porto Alegre, Artmed, 2008.;Homologado;560.00;349.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);65;ORDOÑEZ, J. et al. Tecnologia de alimentos - alimentos de origem animal. Porto Alegre - Artmed, 2005.;Homologado;392.34;263.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);66;EVANGELISTA, J. Tecnologia de Alimentos. Säo Paulo - Varela, 2000.;Homologado;680.20;662.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);67;PARDI, M.C. et al. Ciência, Higiene e Tecnologia da Carne. Vol. I, Tecnologia de sua obtenção e transformação, ED UFF/UFG, 1993.;Homologado;1260.00;1244.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);68;"PARDI, M.C. et al. Ciência, Higiene e Tecnologia da Carne. Vol. II, Tecnologia da carne e de subprodutos/Processamentos
Tecnologia. EDUFF/UFG,1994.";Homologado;1260.00;1230.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);69;CANELLA-RAWLS, S. Pão - Arte e Ciência. São Paulo, SENAC, 2005. 5 ed.;Homologado;288.06;208.58;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);70;CONDIÇOES adequadas para a produção de pães, massas e biscoitos. Campinas, SP - ITAL, 1996. ca. 61 p., il., figs.;Homologado;160.00;159.98;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);71;OETTERER, M. Fundamentos de ciência e tecnologia de Alimentos. São Paulo, Manole, 2010.;Homologado;512.00;425.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);72;KOBLITZ, M. G. B. Matérias primas alimentícias - composição e controle de qualidade. São Paulo - Editora Guanabara, 2011.;Homologado;1598.00;1570.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);73;BORZANI, W. SCHMIDELL, W. Lima, U.A. AQUARONE, E. Biotecnologia Industrial Vol IV, São Paulo - Edgard Blucher, 2001.;Homologado;482.00;338.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);74;"FISBERG, M. WEHBA, J. COZZOLINO, S.M.F. Um, dois, feijão com arroz - a alimentaçao no Brasil de Norte a Sul. São Paulo,
Editora Atheneu, 2002.";Homologado;150.00;148.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);75;ORNELLAS, L. H. A alimentação através dos tempos. 3a ed. Florianápolis, Editora da UFSC, 2003. 307 p.;Homologado;180.00;178.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);76;REGGIOLI, M. R. BENEDICTO, M. L. Manual de dietas para o restaurante industrial. Varela, 2000.;Homologado;220.00;214.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);77;BERNARDES, S. M. Cardápio - guia prático para a elaboração. São Paulo, Ed. Atheneu/Centro Universitário São Camilo, 2002.;Homologado;431.00;370.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);78;PROENÇA, R. P. da C. SOUSA, A.A. de. VEIROS, M.B. HERING, B. Qualidade nutricional e sensorial na produção de refeiçoes. Florianopolis, Editora da UFSC, 2005. 221 p.;Homologado;216.00;212.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);79;REGGIOLLI, M.R. Planejamento de cardápios e receitas para Unidades de Alimentação e Nutrição. São Paulo, Editora Atheneu, 2002. 129 p.;Homologado;216.00;212.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);80;TEICHMANN, I. Cardápios - técnicas e criatividade. 5a ed. Caxias do Sul, EDUCS, Coleção Hotelaria, 2000. 140 p.;Homologado;94.54;67.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);81;DEJEAN, Joan E. A essência do estilo - como os franceses inventaram a alta-costura, a gastronomia, os cafés chiques, estilo, a sofisticação e o glamour. Tradução - Monica Reis. Rio de Janeiro, RJ - Civilização Brasileira, 2010. 349 p., il.;Homologado;640.00;638.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);82;LAROUSSE. Larousse da Cozinha Italiana. São Paulo - Larousse, 2006. 336 p.;Homologado;550.00;546.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);83;Culinária Konemann. Culinária Espanha, Editora - Konemann, 2001.;Homologado;516.00;508.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);84;Cozinhar é preciso. Autora - Henriques, Henriqueta. Editora - Senac Rio, 2008.;Homologado;182.00;98.00;03549389000117;LIVRARIA E DISTRIBUIDORA MENTE SANA LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);85;MAHAN, L.K. SCOT-STUMP, C. Krause Alimentos - Nutrição e Dietoterapia. Editora - Roca. 13ª ed, 2013.;Homologado;1156.00;1110.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);86;DUTRA-DE-OLIVEIRA, J.E. MARCHINIM, J.S. Ciências Nutricionais - aprendendo a aprender. São Paulo - Sarvier, 2014.;Homologado;565.74;405.80;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);87;BENEVIDES, K.S. RIBEIRO, C.G. Tabela Centesimal dos Alimentos Diet e Light. Editora - Atheneu, 2008.;Homologado;322.00;238.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);88;Tabela Brasileira de Composição de Alimentos (TBCA). Universidade de Sào Paulo (USP). Food Research Center (FoRC). Versão 7.2. São Paulo, 2023.;Homologado;328.00;322.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);89;TIRAPEGUI, J. Nutrição, Fundamentos e Aspectos Atuais. 3ª Edição. São Paulo - Atheneu, 2013.;Homologado;735.86;479.98;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);90;BERNE, R. M. LEVY, M. N. Princípios de Fisiologia. Editora - Guanabara-Koogan, 4ª ed. 2000.;Homologado;1565.20;998.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);91;EVANGELISTA, J. Alimentos - Um Estudo Abrangente. Editora - Atheneu, 2002.;Homologado;320.00;240.00;33891932000120;livros e coisas livraira eireli
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);92;FRANCO, G. Tabela da Composição Química dos Alimentos. Editora - Atheneu, 9ª ed, 2007.;Homologado;280.80;212.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);93;FERREIRA, F. A. G. Nutrição Humana. Editora - Calouste Gulbenkian, Lisboa, Portugal, 3ª ed, 2005.;Homologado;422.60;338.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);94;GRIMM, P. BIESALSKI, H. K. Nutrição - Texto e Atlas. Editora - Artmed, 2007.;Homologado;750.00;598.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);95;MAHAN, L. K. K. Alimentos e Dietética. 8ª Ed., Rocca, 1995.;Homologado;1699.10;1398.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);96;PALERMO, J. R. Bioquímica da Nutrição. Editora - Atheneu, 2008.;Homologado;311.86;232.00;45546237000100;FHS LIVROS LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);97;ROSS, A.C. OLSON, J.A. SHILS, M. E. SHIKE, M. Tratado de Nutrição Moderna na Saude e na Doença. São Paulo - Manole, 2ª Edição, 2002.;Homologado;520.00;444.00;35584409000187;FACILIT SOLUÇÕES LTDA
854;2025;Pregão Eletrônico (Lei Federal 14.133/2021);98;Leal, Maria L. M. Historia da gastronomia. 9 reimpr, 2004, Rio de Janeiro, RJ. Senac, ISBN 978-8585746773.;Homologado;1140.00;1066.00;35584409000187;FACILIT SOLUÇÕES LTDA
855;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;"AMPLA - APARELHO EXPANSOR DE PELE

UN";Fase Certame;139552.20;;;
855;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;"EXCLUSIVA - ASPIRADOR CIRÚRGICO PORTATIL. 

PE";Fase Certame;27930.00;;;
855;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;"AMPLA - COAGULADOR POR PLASMA DE ARGÔNIO

UN";Fase Certame;45095.00;;;
855;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;"AMPLA - DERMÁTOMO A BATERIA, AUTOCLAVÁVEL

UN";Fase Certame;282664.14;;;
855;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;"AMPLA - FOCO CIRÚRGICO AUXILIAR 

UN";Fase Certame;80000.00;;;
855;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;"AMPLA - FOCO CIRÚRGICO 

UN";Fase Certame;40000.00;;;
856;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Contratação de empresa TRR Transportador-Revendedor-Retalhista para fornecimento de Óleo Diesel em comodato;Homologado;191680.00;184960.00;75415075000302;RUDIPEL RUDNICK PETROLEO  LTDA
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;113725.50;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;37908.50;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;115386.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;28808.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;46902.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;46902.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;54720.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;54720.00;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;5144.76;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;5144.76;;;
857;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11; Aquisição de Material Médico Hospitalar para atender a demanda do do Complexo Hospitalar da UEPG;Fase Certame;1800.00;;;
