numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;diferenca_valor;variacao_percentual;proporcao_homologado_estimado;flag_homologado_acima_estimado;flag_houve_desconto;lead_time_dias;criterio_menor_preco;flag_situacao_certame;flag_informatica
1079;2021;Pregão Eletrônico;Homologado;Contratação de software Google Maps Platform para o período de 12 meses com suporte técnico, nos termos do edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;8537040.0;8498400.0;2021-11-12;2021-12-02;TB_LICITACOES-2021.csv;contratação de software google maps platform para o período de 12 meses com suporte técnico, nos termos do edital e seus anexos.;38640.0;0.45261589497062216;0.9954738410502938;False;True;20.0;True;False;True
1080;2021;Pregão Eletrônico;Homologado;Contratação de pessoa jurídica para prestação de serviços de suporte técnico presencial e/ou remoto, bem como manutenção preventiva e corretiva de Equipamentos de Áudio e Vídeo, com atendimento on-site, mantendo uma estrutura de (help desk) especializada, com a finalidade de dirimir dúvidas e necessidades relativas aos equipamentos, inclusive as relativas às configurações e operações, bem como substituição de peças e componentes, sempre que necessário, sem ônus adicionais para a CELEPAR, nos termos do edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;70560000.0;48799200.0;2021-11-11;2021-11-26;TB_LICITACOES-2021.csv;contratação de pessoa jurídica para prestação de serviços de suporte técnico presencial e/ou remoto, bem como manutenção preventiva e corretiva de equipamentos de áudio e vídeo, com atendimento on-site, mantendo uma estrutura de (help desk) especializada, com a finalidade de dirimir dúvidas e necessidades relativas aos equipamentos, inclusive as relativas às configurações e operações, bem como substituição de peças e componentes, sempre que necessário, sem ônus adicionais para a celepar, nos termos do edital e seus anexos.;21760800.0;30.84013605442177;0.6915986394557823;False;True;15.0;True;False;True
1088;2021;Pregão Eletrônico;Homologado;Contratação  através  do  sistema  de  registro  de  preços  de empresa  especializada  no  fornecimento  de  materiais  mecânicos  e  elétricos  para  atendimento  às necessidades   de   manutenção   do Terminal   Público   de   Fertilizantes   (TEFER)   e   Silo   Público   da Administração  dos  Portos  de  Paranaguá  e  Antonina  por  um  período  de  12  (doze)  meses;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;1325602619.0;346000000.0;2021-09-22;2021-11-18;TB_LICITACOES-2021.csv;contratação através do sistema de registro de preços de empresa especializada no fornecimento de materiais mecânicos e elétricos para atendimento às necessidades de manutenção do terminal público de fertilizantes (tefer) e silo público da administração dos portos de paranaguá e antonina por um período de 12 (doze) meses;979602619.0;73.89866351795432;0.2610133648204568;False;True;57.0;True;False;True
1104;2021;Pregão Eletrônico;Homologado;Contratação de empresa(s) especializada(s) para prestação de serviços de vigilância patrimonial por meio de sistema de monitoramento eletrônico (alarme) 24 horas, com atendimento tático móvel, comodato de equipamentos e manutenção para atender a demanda da SEED, unidades Administrativas, Núcleos Regionais de Educação e Colégios Estaduais do Paraná.;SEED-Secretaria de Estado da Educação;Menor Preço;38499180.0;33818160.0;2021-12-08;2022-01-05;TB_LICITACOES-2021.csv;contratação de empresa(s) especializada(s) para prestação de serviços de vigilância patrimonial por meio de sistema de monitoramento eletrônico (alarme) 24 horas, com atendimento tático móvel, comodato de equipamentos e manutenção para atender a demanda da seed, unidades administrativas, núcleos regionais de educação e colégios estaduais do paraná.;4681020.0;12.158752472130576;0.8784124752786943;False;True;28.0;True;False;True
1106;2021;Pregão Eletrônico;Homologado;Contratação de empresa especializada para executar os serviços de reforma do sistema elétrico e substituição dos forros nos pavimentos do Bloco B do Centro Previdenciário de Curitiba, situado na Rua Inácio Lustosa, n° 700, Bairro São Francisco, conforme projetos propostos e memorial descritivo, anexos a este Edital.;PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA;Menor Preço;190872720.0;133990000.0;2021-09-27;2021-10-14;TB_LICITACOES-2021.csv;contratação de empresa especializada para executar os serviços de reforma do sistema elétrico e substituição dos forros nos pavimentos do bloco b do centro previdenciário de curitiba, situado na rua inácio lustosa, n° 700, bairro são francisco, conforme projetos propostos e memorial descritivo, anexos a este edital.;56882720.0;29.80138806635123;0.7019861193364877;False;True;17.0;True;False;True
1113;2021;Pregão Eletrônico;Homologado;Contratação de renovação do suporte de licenças de software IBM Sterling B2B integrator, IBM Sterling control center, contratação de treinamentos e suporte técnico especializado, nos termos do edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;361576400.0;282611000.0;2021-11-17;2021-12-07;TB_LICITACOES-2021.csv;contratação de renovação do suporte de licenças de software ibm sterling b2b integrator, ibm sterling control center, contratação de treinamentos e suporte técnico especializado, nos termos do edital e seus anexos.;78965400.0;21.839201894813932;0.7816079810518607;False;True;20.0;True;False;True
1160;2021;Pregão Eletrônico;Homologado;AQUISIÇÃO DE TUBO PARA EQUIPAMENTO DE TOMOGRAFIA COMPUTADORIZADA,;FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;31335774.0;31300000.0;2021-10-19;2021-11-22;TB_LICITACOES-2021.csv;aquisição de tubo para equipamento de tomografia computadorizada,;35774.0;0.11416344782164947;0.9988583655217835;False;True;34.0;True;False;True
1169;2021;Pregão Eletrônico;Homologado;"Aquisição de 310 Licenças -  Microsoft - Office Std Dev SL Part number: AAA-03499  licenças
perpétuas.";FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional;Menor Preço;13345292.0;11532000.0;2021-10-07;2021-10-25;TB_LICITACOES-2021.csv;aquisição de 310 licenças - microsoft - office std dev sl part number: aaa-03499  licenças perpétuas.;1813292.0;13.587503368229035;0.8641249663177096;False;True;18.0;True;False;True
1179;2021;Pregão Eletrônico;Homologado;Aquisição das licenças do Adobe Criative Cloud para equipes, contemplando um conjunto de aplicativos e serviços para desktop e dispositivos móveis, utilizado na Celepar para tratamento de imagens, criação de layouts, edição de vídeos, conforme descrito no edital.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;10546470.0;8949820.0;2021-11-09;2021-11-22;TB_LICITACOES-2021.csv;aquisição das licenças do adobe criative cloud para equipes, contemplando um conjunto de aplicativos e serviços para desktop e dispositivos móveis, utilizado na celepar para tratamento de imagens, criação de layouts, edição de vídeos, conforme descrito no edital.;1596650.0;15.139188752255494;0.848608112477445;False;True;13.0;True;False;True
1188;2021;Pregão Eletrônico;Homologado;Contratação de empresa especializada para o fornecimento de pacotes de serviços padronizados e oficiais de fabricante - para atualização de versão, manutenção e suporte técnico - relacionados aos produtos IBM licenciados e subscritos à Receita Estadual no contexto do programa e-Processo, em regime 24x7, pelo período de 12 (doze) meses, conforme requisitos e especificações descritos neste Termo de Referência;SEFA-Secretaria de Estado da Fazenda;Menor Preço;155989319.0;138000000.0;2021-10-29;2021-11-03;TB_LICITACOES-2021.csv;contratação de empresa especializada para o fornecimento de pacotes de serviços padronizados e oficiais de fabricante - para atualização de versão, manutenção e suporte técnico - relacionados aos produtos ibm licenciados e subscritos à receita estadual no contexto do programa e-processo, em regime 24x7, pelo período de 12 (doze) meses, conforme requisitos e especificações descritos neste termo de referência;17989319.0;11.532404343658941;0.8846759565634106;False;True;5.0;True;False;True
1196;2021;Pregão Eletrônico;Cancelado;Aquisição de Equipamentos e Materiais para Informática e Aparelho de Ar Condicionado;UNIOESTE TOLEDO-Universidade Estadual do Oeste do Paraná - Campus Toledo;Menor Preço;4090650.0;;2021-10-08;;TB_LICITACOES-2021.csv;aquisição de equipamentos e materiais para informática e aparelho de ar condicionado;0.0;0.0;0.0;False;True;0.0;True;False;True
1204;2021;Pregão Eletrônico;Homologado;Contratação de empresa para a prestação de serviços para execução do projeto elétrico, ou seja, ( mão de obra especializada para a  supervisão, instalação e substituição de lâmpadas) para o novo sistema de iluminação do Palácio Iguaçu, assegurando a realização do cronograma físico para a execução do Projeto de Eficiência Energética  PEE COPEL 002/2019 e conforme Termo de Cooperação Técnica TCT COPEL nº 4.600.022.219/2021, bem como quantidades e especificações técnicas descrito no Termo de Referência constante do Anexo I do Edital.;CASA CIVIL-Casa Civil do Estado do Paraná;Menor Preço;5885000.0;5589990.0;2021-10-25;2021-11-10;TB_LICITACOES-2021.csv;contratação de empresa para a prestação de serviços para execução do projeto elétrico, ou seja, ( mão de obra especializada para a supervisão, instalação e substituição de lâmpadas) para o novo sistema de iluminação do palácio iguaçu, assegurando a realização do cronograma físico para a execução do projeto de eficiência energética  pee copel 002/2019 e conforme termo de cooperação técnica tct copel nº 4.600.022.219/2021, bem como quantidades e especificações técnicas descrito no termo de referência constante do anexo i do edital.;295010.0;5.012914188615123;0.9498708581138487;False;True;16.0;True;False;True
1263;2021;Pregão Eletrônico;Homologado;Aquisição de 12 (doze) computadores de mesa, incluindo monitores e mouses, de alto desempenho (workstations) com capacidade de rodar programas pesados como o Revit, Autocad Civil 3D, ZWCAD, inclusive com a possibilidade de análise de projetos de arquitetura e engenharia grandes e complexos gerados pelos jurisdicionados, conforme requisitos técnicos constantes do item 5 do Termo de Referência.;TCEPR-Tribunal do Contas do Estado do Paraná;Menor Preço;28517232.0;20756000.0;2021-10-18;2021-11-26;TB_LICITACOES-2021.csv;aquisição de 12 (doze) computadores de mesa, incluindo monitores e mouses, de alto desempenho (workstations) com capacidade de rodar programas pesados como o revit, autocad civil 3d, zwcad, inclusive com a possibilidade de análise de projetos de arquitetura e engenharia grandes e complexos gerados pelos jurisdicionados, conforme requisitos técnicos constantes do item 5 do termo de referência.;7761232.0;27.215937367273234;0.7278406263272676;False;True;39.0;True;False;True
1268;2021;Pregão Eletrônico;Homologado;"Registro de preços para a aquisição de água mineral em garrafões de 20 litros e garrafas descartáveis de 500 ml, estas com e sem gás, para atender ao consumo de água mineral dos servidores e visitantes
desta Corte de Contas, conforme Termo de Referência.";TCEPR-Tribunal do Contas do Estado do Paraná;Menor Preço;5443000.0;2578500.0;2021-10-15;2021-11-25;TB_LICITACOES-2021.csv;registro de preços para a aquisição de água mineral em garrafões de 20 litros e garrafas descartáveis de 500 ml, estas com e sem gás, para atender ao consumo de água mineral dos servidores e visitantes desta corte de contas, conforme termo de referência.;2864500.0;52.62722763182068;0.4737277236817931;False;True;41.0;True;False;True
1278;2021;Pregão Eletrônico;Homologado;Contratação de empresa para realizar avaliação de segurança da informação através de testes de intrusão (pentest) na modalidade black box, contemplando sistemas hospedados na infraestrutura computacional sob responsabilidade da CELEPAR, seus sistemas, aplicativos e serviços disponibilizados na Internet.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;193500000.0;50000000.0;2021-12-08;2021-12-23;TB_LICITACOES-2021.csv;contratação de empresa para realizar avaliação de segurança da informação através de testes de intrusão (pentest) na modalidade black box, contemplando sistemas hospedados na infraestrutura computacional sob responsabilidade da celepar, seus sistemas, aplicativos e serviços disponibilizados na internet.;143500000.0;74.16020671834626;0.25839793281653745;False;True;15.0;True;False;True
1288;2021;Pregão Eletrônico;Homologado;Contratação de empresa para a prestação do serviço de subscrição do sistema operacional SLES - Suse Linux Enterprise Server para a solução de processamento IBM Power 8, respeitadas as especificações técnicas, nos termos do edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;8388450.0;3690000.0;2021-12-06;2021-12-27;TB_LICITACOES-2021.csv;contratação de empresa para a prestação do serviço de subscrição do sistema operacional sles - suse linux enterprise server para a solução de processamento ibm power 8, respeitadas as especificações técnicas, nos termos do edital e seus anexos.;4698450.0;56.01094361890456;0.43989056381095437;False;True;21.0;True;False;True
1311;2021;Pregão Eletrônico;Homologado;"Aquisição de ACESSÓRIOS PARA MANUTENÇÃO DE SISTEMA DE CHAMADA DE LEITO
COMPATÍVEL COM A MARCA PLATEL";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;3266400.0;3266000.0;2021-10-22;2021-11-10;TB_LICITACOES-2021.csv;aquisição de acessórios para manutenção de sistema de chamada de leito compatível com a marca platel;400.0;0.01224589762429586;0.999877541023757;False;True;19.0;True;False;True
1358;2021;Pregão Eletrônico;Homologado;Contratação de empresa para fornecimento de materiais/Equipamentos (lâmpadas, projetor e luminárias) para substituição do sistema de iluminação do Palácio Iguaçu, de acordo com as normas e procedimentos estabelecidos no Programa de Eficiência Energética  PEE 002/2019 da Copel, Termo de Cooperação Técnica - TCT COPEL nº 4.600.022.219/2021  Copel e Casa Civil, bem como as quantidades e especificações técnicas descritas no Termo de Referência constante no Anexo I, do presente Edital.;CASA CIVIL-Casa Civil do Estado do Paraná;Menor Preço;14009804.0;11803271.0;2021-11-29;2021-12-10;TB_LICITACOES-2021.csv;contratação de empresa para fornecimento de materiais/equipamentos (lâmpadas, projetor e luminárias) para substituição do sistema de iluminação do palácio iguaçu, de acordo com as normas e procedimentos estabelecidos no programa de eficiência energética  pee 002/2019 da copel, termo de cooperação técnica - tct copel nº 4.600.022.219/2021  copel e casa civil, bem como as quantidades e especificações técnicas descritas no termo de referência constante no anexo i, do presente edital.;2206533.0;15.749920555633754;0.8425007944436624;False;True;11.0;True;False;True
1361;2021;Pregão Eletrônico;Homologado;Contratação de empresa prestadora de serviço especializado, para fornecimento e instalação de câmeras de monitoramento e demais itens necessários, com a finalidade de implementação de sistema de segurança eletrônica e vídeo vigilância por meio de câmeras de monitoramento integradas com software de reconhecimento facial e leitura de placas de veículos no complexo do Palácio Iguaçu, visando atender as necessidades da Divisão de Segurança das Instalações e Pontos Sensíveis da Casa Militar  DSIPS/CM, conforme descrito nas especificações técnicas, nas condições descritas no Edital e seus Anexos.;CASA MILITAR-Casa Militar do Estado do Paraná;Menor Preço;41636000.0;38398050.0;2021-10-29;2021-11-26;TB_LICITACOES-2021.csv;contratação de empresa prestadora de serviço especializado, para fornecimento e instalação de câmeras de monitoramento e demais itens necessários, com a finalidade de implementação de sistema de segurança eletrônica e vídeo vigilância por meio de câmeras de monitoramento integradas com software de reconhecimento facial e leitura de placas de veículos no complexo do palácio iguaçu, visando atender as necessidades da divisão de segurança das instalações e pontos sensíveis da casa militar  dsips/cm, conforme descrito nas especificações técnicas, nas condições descritas no edital e seus anexos.;3237950.0;7.776803727543472;0.9222319627245653;False;True;28.0;True;False;True
1375;2021;Pregão Eletrônico;Homologado;Contratação de Escola de Aviação Civil para ministrar 150 horas de voo de instrução em aeronave VFR, 50 horas de voo em aeronave IFR, 30 horas em aeronave multimotor e 50 horas de instrução em simulador AATD, com objetivo de habilitar 02 (dois) servidores da DTA, para voos por instrumentos em avião e piloto comercial de avião, conforme requisitos do Regulamento Brasileiro de Aviação Civil nº 61 e disposições no Edital e seus Anexos.;CASA MILITAR-Casa Militar do Estado do Paraná;Menor Preço;17667000.0;17350000.0;2021-11-03;2021-11-18;TB_LICITACOES-2021.csv;contratação de escola de aviação civil para ministrar 150 horas de voo de instrução em aeronave vfr, 50 horas de voo em aeronave ifr, 30 horas em aeronave multimotor e 50 horas de instrução em simulador aatd, com objetivo de habilitar 02 (dois) servidores da dta, para voos por instrumentos em avião e piloto comercial de avião, conforme requisitos do regulamento brasileiro de aviação civil nº 61 e disposições no edital e seus anexos.;317000.0;1.7943057678157015;0.9820569423218429;False;True;15.0;True;False;True
1377;2021;Pregão Eletrônico;Homologado;Aquisição de equipamentos para a maternidade do Hospital Universitário Regional dos Campos Gerais. 16 Lotes, com quantidades e especificações constantes no anexo I - TERMO DE REFERÊNCIA do edital. Valor máximo admissível R$ 1.731.333,26 (Um milhão setecentos e trinta e um mil trezentos e trinta e três reais e vinte e seis centavos) . Com recursos do tesouro. *ATENÇÃO, LICITANTES: os documentos e devem ser anexados no sistema ANTES da data do certame, conforme item 07 (sete) do edital. Na proposta inicial NÃO deve constar a identificação do participante, sob pena de desclassificação. A proposta com valores ajustados, já com a identificação do licitante, deve ser anexada em até 04 (quatro) horas após a disputa do certame, exposto no item 12(doze)do edital. ;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;207186652.0;140596000.0;2021-11-12;2021-12-08;TB_LICITACOES-2021.csv;aquisição de equipamentos para a maternidade do hospital universitário regional dos campos gerais. 16 lotes, com quantidades e especificações constantes no anexo i - termo de referência do edital. valor máximo admissível r$ 1.731.333,26 (um milhão setecentos e trinta e um mil trezentos e trinta e três reais e vinte e seis centavos) . com recursos do tesouro. *atenção, licitantes: os documentos e devem ser anexados no sistema antes da data do certame, conforme item 07 (sete) do edital. na proposta inicial não deve constar a identificação do participante, sob pena de desclassificação. a proposta com valores ajustados, já com a identificação do licitante, deve ser anexada em até 04 (quatro) horas após a disputa do certame, exposto no item 12(doze)do edital.;66590652.0;32.14041607274971;0.6785958392725029;False;True;26.0;True;False;True
1401;2021;Pregão Eletrônico;Homologado;O presente pregão eletrônico objetiva a aquisição de equipamentos para circuito de 21 - vinte e uma - câmeras  e  equipamentos  para  monitoramento,  que  deverão    ser    entregues  instalados  e  em  perfeito  funcionamento.  Deverão  ser  ainda  fornecidos os  materiais necessários para instalação/funcionamento, incluindo, se  necessário,  licenças,  parte  elétrica,  rede  lógica,  aterramento  e  fontes  de  energia.;UNESPAR-Universidade Estadual do Paraná;Menor Preço;1973305.0;1972979.0;2021-12-03;2021-12-09;TB_LICITACOES-2021.csv;o presente pregão eletrônico objetiva a aquisição de equipamentos para circuito de 21 - vinte e uma - câmeras e equipamentos para monitoramento, que deverão ser entregues instalados e em perfeito funcionamento. deverão ser ainda fornecidos os materiais necessários para instalação/funcionamento, incluindo, se necessário, licenças, parte elétrica, rede lógica, aterramento e fontes de energia.;326.0;0.016520507473502574;0.999834794925265;False;True;6.0;True;False;True
1402;2021;Pregão Eletrônico;Homologado;Fornecimento de pacote de serviços padronizados de garantia e suporte técnico para produtos Hewlett Packard Enterprise  HPE, outrora adquiridos por esta SEFA/REPR, a ser prestado no regime 24x7 on-site, conforme termos e especificações contidas no Termo de Referência;REPR-Receita Estadual do Paraná (Antigo CRE);Menor Preço;38332387.0;35190000.0;2021-11-11;2021-11-12;TB_LICITACOES-2021.csv;fornecimento de pacote de serviços padronizados de garantia e suporte técnico para produtos hewlett packard enterprise  hpe, outrora adquiridos por esta sefa/repr, a ser prestado no regime 24x7 on-site, conforme termos e especificações contidas no termo de referência;3142387.0;8.197733681442797;0.918022663185572;False;True;1.0;True;False;True
1417;2021;Pregão Eletrônico;Homologado;Contratação de empresa para prestar serviços de locação de scanners de produção para digitalização de documentos, pelo período ininterrupto de 60 meses, incluindo fornecimento em comodato de equipamentos, suporte técnico telefônico, atualizações de releases de software, serviços de instalação configuração, ativação, respeitadas as especificações técnicas e quantidades descritas;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;73872000.0;50396580.0;2021-12-02;2021-12-14;TB_LICITACOES-2021.csv;contratação de empresa para prestar serviços de locação de scanners de produção para digitalização de documentos, pelo período ininterrupto de 60 meses, incluindo fornecimento em comodato de equipamentos, suporte técnico telefônico, atualizações de releases de software, serviços de instalação configuração, ativação, respeitadas as especificações técnicas e quantidades descritas;23475420.0;31.778508771929825;0.6822149122807017;False;True;12.0;True;False;True
1437;2021;Pregão Eletrônico;Suspenso;Selecionar a proposta mais vantajosa para contratação de empresa especializada em serviços de MANUTENÇÃO PREVENTIVA E CORRETIVA PARA AUCLAVES, TERMODESINFECTORAS E SISTEMAS DE OSMOSE REVERSA para o Hospital Universitário Regional dos Campos Gerais e Hospital Universitário Materno Infantil.;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;12357600.0;;2021-11-10;;TB_LICITACOES-2021.csv;selecionar a proposta mais vantajosa para contratação de empresa especializada em serviços de manutenção preventiva e corretiva para auclaves, termodesinfectoras e sistemas de osmose reversa para o hospital universitário regional dos campos gerais e hospital universitário materno infantil.;0.0;0.0;0.0;False;True;0.0;True;False;True
1446;2021;Pregão Eletrônico;Homologado;Aquisição de Computadores Workstation para promover o aprimoramento da infraestrutura dos Programas de Pós-graduação stricto sensu da Unioeste.;UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Menor Preço;23779990.0;8944937.0;2021-11-11;2021-11-24;TB_LICITACOES-2021.csv;aquisição de computadores workstation para promover o aprimoramento da infraestrutura dos programas de pós-graduação stricto sensu da unioeste.;14835053.0;62.38460571261805;0.37615394287381954;False;True;13.0;True;False;True
1452;2021;Pregão Eletrônico;Homologado;"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS
MULTIFUNCIONAIS MONOCROMÁTICAS E POLICROMÁTICAS E SERVIÇOS DE
CÓPIAS/IMPRESSÃO, DE DIGITALIZAÇÃO, DE SOFTWARES QUE COMPÕE A SOLUÇÃO,
INCLUINDO O FORNECIMENTO DOS EQUIPAMENTOS NOVOS, SEM USO E EM LINHA DE
FABRICAÇÃO, BEM COMO A INSTALAÇÃO, CONFIGURAÇÃO E GESTÃO DOS EQUIPAMENTOS E SOFTWARES, CONJUNTAMENTE COM A MANUTENÇÃO PREVENTIVA E CORRETIVA, REPOSIÇÃO DE PEÇAS E DE TODO O MATERIAL DE CONSUMO NECESSÁRIO AO PERFEITO FUNCIONAMENTO DOS EQUIPAMENTOS, EXCETO PAPEL, INSTALAÇÃO DE SOFTWARES NECESSÁRIOS.";FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná;Menor Preço;94623384.0;77721300.0;2021-11-11;2021-11-23;TB_LICITACOES-2021.csv;contratação de prestação de serviços de locação de equipamentos multifuncionais monocromáticas e policromáticas e serviços de cópias/impressão, de digitalização, de softwares que compõe a solução, incluindo o fornecimento dos equipamentos novos, sem uso e em linha de fabricação, bem como a instalação, configuração e gestão dos equipamentos e softwares, conjuntamente com a manutenção preventiva e corretiva, reposição de peças e de todo o material de consumo necessário ao perfeito funcionamento dos equipamentos, exceto papel, instalação de softwares necessários.;16902084.0;17.862481012093163;0.8213751898790683;False;True;12.0;True;False;True
1462;2021;Pregão Eletrônico;Homologado;Contratação de empresa para aquisição de 20 Switches Ethernet 48 Portas POE, composto por hardware e softwares para aplicação específica, incluindo garantia e suporte por 36 meses, nos termos do edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;34000000.0;22600000.0;2022-01-11;2022-02-15;TB_LICITACOES-2021.csv;contratação de empresa para aquisição de 20 switches ethernet 48 portas poe, composto por hardware e softwares para aplicação específica, incluindo garantia e suporte por 36 meses, nos termos do edital e seus anexos.;11400000.0;33.52941176470588;0.6647058823529411;False;True;35.0;True;False;True
1497;2021;Pregão Eletrônico;Homologado;Registro de preços, por um período de doze 12 meses para futura e eventual contratação de empresa especializada na comercialização de Computador Desktop e Projetor, conforme especificações do edital, para a Universidade Estadual do Paraná.;UNESPAR-Universidade Estadual do Paraná;Menor Preço;29765804.0;29734208.0;2021-11-12;2021-10-27;TB_LICITACOES-2021.csv;registro de preços, por um período de doze 12 meses para futura e eventual contratação de empresa especializada na comercialização de computador desktop e projetor, conforme especificações do edital, para a universidade estadual do paraná.;31596.0;0.10614865299791666;0.9989385134700208;False;True;0.0;True;False;True
1539;2021;Pregão Eletrônico;Homologado;A presente licitação tem por objeto a aquisição de Equipos, sonda de aspiração sistema fechado e azul metileno para atender as necessidades do Hospital Militar do Paraná.;PMPR-HPM-Hospital da Polícia Militar - SESP;Menor Preço;54052100.0;47092400.0;2021-12-09;2022-03-14;TB_LICITACOES-2021.csv;a presente licitação tem por objeto a aquisição de equipos, sonda de aspiração sistema fechado e azul metileno para atender as necessidades do hospital militar do paraná.;6959700.0;12.87591046416328;0.8712408953583672;False;True;95.0;True;False;True
1555;2021;Pregão Eletrônico;Homologado;"PLATAFORMA AUTOMATIZADA DE PIPETAGEM DE MICROPLACAS, EQUIPAMENTO AUTOMATIZADO PARA REAÇÃO DE ENZIMAIMUNOENSAIO  ELISA, CENTRIFUGA DE MESA REFRIGERADA, SISTEMA DE ESPECTROMETRIA DE INFRAVERMELHO, CSB CLASSE II TIPO B2, LAVADORA SEMI AUTOMÁTICA PARA MICROPLACAS, LEITORA SEMI AUTOMÁTICA PARA MICROPLACAS, FREEZER ULTRABAIXA TEMPERATURA, FREEZER ULTRABAIXA TEMPERATURA, -86C, CÂMARA CIENTÍFICA, FREEZER LABORATORIAL -30C para atender a demanda do laboratório Central do Estado Secretaria de Estado da Saúde
";SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE;Menor Preço;567194100.0;;2021-11-25;2022-05-06;TB_LICITACOES-2021.csv;plataforma automatizada de pipetagem de microplacas, equipamento automatizado para reação de enzimaimunoensaio elisa, centrifuga de mesa refrigerada, sistema de espectrometria de infravermelho, csb classe ii tipo b2, lavadora semi automática para microplacas, leitora semi automática para microplacas, freezer ultrabaixa temperatura, freezer ultrabaixa temperatura, -86c, câmara científica, freezer laboratorial -30c para atender a demanda do laboratório central do estado secretaria de estado da saúde;0.0;0.0;0.0;False;True;162.0;True;False;True
1571;2021;Pregão Eletrônico;Homologado;Contratação de empresa especializada em serviços de MANUTENÇÃO PREVENTIVA E CORRETIVA PARA AUTOCLAVES, TERMODESINFECTORAS E SISTEMAS DE OSMOSE REVERSA para o Hospital Universitário Regional dos Campos Gerais e Hospital Universitário materno Infantil. Valor máximo admissível. Com recursos do tesouro.;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;10425600.0;5190000.0;2021-11-25;2021-12-08;TB_LICITACOES-2021.csv;contratação de empresa especializada em serviços de manutenção preventiva e corretiva para autoclaves, termodesinfectoras e sistemas de osmose reversa para o hospital universitário regional dos campos gerais e hospital universitário materno infantil. valor máximo admissível. com recursos do tesouro.;5235600.0;50.21869244935543;0.49781307550644566;False;True;13.0;True;False;True
1574;2021;Pregão Eletrônico;Homologado;Contratação de empresa especializada para fornecimento de equipamentos para Data Center da PARANAPREVIDENCIA, contemplando o fornecimento de servidores, licenças de software, hardwares de comunicação, serviços de instalação, repasse de conhecimento e suporte especializado conforme especificações técnicas descritas neste Edital e seus Anexos.;PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA;Menor Preço;965253686.0;665000000.0;2021-11-25;2021-12-14;TB_LICITACOES-2021.csv;contratação de empresa especializada para fornecimento de equipamentos para data center da paranaprevidencia, contemplando o fornecimento de servidores, licenças de software, hardwares de comunicação, serviços de instalação, repasse de conhecimento e suporte especializado conforme especificações técnicas descritas neste edital e seus anexos.;300253686.0;31.106194190694858;0.6889380580930514;False;True;19.0;True;False;True
1593;2021;Pregão Eletrônico;Homologado;Contratação de empresa para fornecer Servidores Físicos modelo Rack, com serviços de instalação, configuração, ativação e garantia para o período de 60 meses, respeitadas as especificações técnicas e quantidades descritas, nos termos do edital e seus anexos.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;109539372.0;103000000.0;2022-03-29;2022-05-02;TB_LICITACOES-2021.csv;contratação de empresa para fornecer servidores físicos modelo rack, com serviços de instalação, configuração, ativação e garantia para o período de 60 meses, respeitadas as especificações técnicas e quantidades descritas, nos termos do edital e seus anexos.;6539372.0;5.969882682913318;0.9403011731708668;False;True;34.0;True;False;True
