numprocesso,ano,orgao,modalidade,valor_total,lsl_cap,razao_vt_lsl,flag_irregular,participantes,vencedores,qtd_itens,excedente
43,2024,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Concorrência Eletrônica (Lei Federal 14.133/2021),37000.0,1500000.0,0.024666666666666667,0,10,10,18.0,0.0
387,2025,UEPG-Universidade Estadual de Ponta Grossa,Pregão Eletrônico (Lei Federal 14.133/2021),16016.0,650000.0,0.02464,0,16,34,34.0,0.0
224,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,16000.0,650000.0,0.024615384615384615,0,5,5,10.0,0.0
112,2024,IAT-Instituto Água e Terra (Antigo IAP),Pregão Eletrônico,16000.0,650000.0,0.024615384615384615,0,10,89,128.0,0.0
907,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),15983.16,650000.0,0.024589476923076923,0,5,33,37.0,0.0
1130,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,15960.0,650000.0,0.024553846153846155,0,4,2,5.0,0.0
802,2025,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),15960.0,650000.0,0.024553846153846155,0,5,6,15.0,0.0
500,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),15952.44,650000.0,0.024542215384615384,0,6,9,12.0,0.0
684,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,15947.64,650000.0,0.02453483076923077,0,12,12,62.0,0.0
1944,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),15924.0,650000.0,0.02449846153846154,0,3,9,9.0,0.0
844,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,15910.0,650000.0,0.024476923076923077,0,6,8,49.0,0.0
618,2023,UNICENTRO-Universidade Estadual do Centro-Oeste,Pregão Eletrônico (Lei Federal 14.133/2021),36690.61,1500000.0,0.024460406666666667,0,3,7,9.0,0.0
482,2023,CCTG-Centro Cultural Teatro Guaira,Pregão Eletrônico,15894.0,650000.0,0.024452307692307693,0,3,3,8.0,0.0
179,2023,UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu,Pregão Eletrônico,15888.97,650000.0,0.02444456923076923,0,12,26,70.0,0.0
1078,2023,UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon,Pregão Eletrônico,15856.83,650000.0,0.024395123076923077,0,14,26,48.0,0.0
1173,2025,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),15851.4,650000.0,0.02438676923076923,0,3,3,23.0,0.0
1071,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,15757.22,650000.0,0.024241876923076923,0,17,33,61.0,0.0
1484,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,15741.19,650000.0,0.024217215384615385,0,4,6,9.0,0.0
1659,2024,UENP-Universidade Estadual do Norte do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),15651.49,650000.0,0.024079215384615386,0,1,1,16.0,0.0
158,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,15634.21,650000.0,0.024052630769230768,0,10,12,29.0,0.0
1437,2024,UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon,Pregão Eletrônico (Lei Federal 14.133/2021),15633.91,650000.0,0.024052169230769232,0,3,2,4.0,0.0
6,2025,UEL-Universidade Estadual de Londrina,Pregão Presencial,15601.71,650000.0,0.024002630769230766,0,22,56,146.0,0.0
1092,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,15600.0,650000.0,0.024,0,2,2,20.0,0.0
310,2024,SEEC-Secretaria de Estado da Cultura (Antigo SECC),Pregão Eletrônico (Lei Federal 14.133/2021),15540.0,650000.0,0.023907692307692307,0,20,32,56.0,0.0
180,2025,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),15525.0,650000.0,0.023884615384615386,0,5,15,148.0,0.0
28,2023,UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná,Pregão Presencial,35800.54,1500000.0,0.023867026666666666,0,20,41,74.0,0.0
708,2025,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),15500.0,650000.0,0.023846153846153847,0,1,1,3.0,0.0
10,2024,COHAPAR-Companhia de Habitação do Paraná,Licitação Eletrônica - Estatal,15480.96,650000.0,0.023816861538461537,0,25,40,71.0,0.0
10,2024,COHAPAR-Companhia de Habitação do Paraná,Licitação Eletrônica - Estatal,15480.96,650000.0,0.023816861538461537,0,25,40,71.0,0.0
1381,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),15462.2,650000.0,0.023788,0,7,75,85.0,0.0
466,2025,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),15444.0,650000.0,0.02376,0,9,18,46.0,0.0
453,2023,UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu,Pregão Eletrônico,35500.0,1500000.0,0.023666666666666666,0,8,15,30.0,0.0
1306,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,15363.0,650000.0,0.023635384615384614,0,6,112,120.0,0.0
577,2025,UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon,Pregão Eletrônico (Lei Federal 14.133/2021),15300.0,650000.0,0.02353846153846154,0,12,32,39.0,0.0
882,2025,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),15128.0,650000.0,0.023273846153846155,0,10,12,24.0,0.0
2080,2024,IAT-Instituto Água e Terra (Antigo IAP),Pregão Eletrônico (Lei Federal 14.133/2021),15100.0,650000.0,0.023230769230769232,0,6,15,15.0,0.0
1118,2025,UENP-Universidade Estadual do Norte do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),15053.91,650000.0,0.02315986153846154,0,1,1,5.0,0.0
30,2024,UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,Concorrência Eletrônica (Lei Federal 14.133/2021),34677.77,1500000.0,0.02311851333333333,0,29,52,67.0,0.0
90,2023,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),15000.0,650000.0,0.023076923076923078,0,7,11,83.0,0.0
1,2025,UEM-Universidade Estadual de Maringá,Pregão Presencial (Lei Federal 14.133/2021),15000.0,650000.0,0.023076923076923078,0,34,135,434.0,0.0
1912,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),14960.0,650000.0,0.023015384615384615,0,2,2,3.0,0.0
1031,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,14945.0,650000.0,0.022992307692307694,0,5,9,32.0,0.0
26,2023,UEL-Universidade Estadual de Londrina,Convite,14940.0,650000.0,0.022984615384615385,0,16,43,72.0,0.0
1354,2023,PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA,Pregão Eletrônico,14926.5,650000.0,0.022963846153846154,0,1,4,15.0,0.0
823,2025,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),14911.46,650000.0,0.02294070769230769,0,11,76,77.0,0.0
658,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,14900.0,650000.0,0.022923076923076924,0,6,7,7.0,0.0
631,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,14890.0,650000.0,0.022907692307692306,0,3,19,176.0,0.0
1239,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,14890.0,650000.0,0.022907692307692306,0,3,3,12.0,0.0
61,2025,UEM-Universidade Estadual de Maringá,Pregão Eletrônico,14868.95,650000.0,0.022875307692307695,0,11,38,90.0,0.0
2044,2024,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),14800.0,650000.0,0.02276923076923077,0,1,1,1.0,0.0
1261,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,14775.0,650000.0,0.02273076923076923,0,5,7,13.0,0.0
722,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),14760.0,650000.0,0.022707692307692307,0,7,7,8.0,0.0
1960,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),14711.5,650000.0,0.022633076923076922,0,0,0,2.0,0.0
1969,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),14680.0,650000.0,0.022584615384615384,0,1,1,2.0,0.0
26,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),14676.28,650000.0,0.02257889230769231,0,16,43,72.0,0.0
394,2023,TCEPR-Tribunal do Contas do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),14676.0,650000.0,0.022578461538461537,0,6,5,14.0,0.0
1658,2024,JUCEPAR-Junta Comercial do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),14648.56,650000.0,0.022536246153846154,0,2,2,5.0,0.0
671,2025,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),14593.3,650000.0,0.02245123076923077,0,7,28,30.0,0.0
261,2024,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),14577.35,650000.0,0.022426692307692307,0,3,3,39.0,0.0
1978,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),14541.55,650000.0,0.022371615384615382,0,1,3,3.0,0.0
730,2023,APPA-Administração dos Portos de Paranaguá e Antonina,Pregão Eletrônico,14537.8,650000.0,0.022365846153846153,0,5,7,18.0,0.0
1350,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,14500.0,650000.0,0.022307692307692306,0,3,6,21.0,0.0
393,2024,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),14500.0,650000.0,0.022307692307692306,0,3,3,6.0,0.0
1032,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,14494.2,650000.0,0.022298769230769233,0,5,18,80.0,0.0
427,2025,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),14415.36,650000.0,0.022177476923076925,0,9,13,14.0,0.0
1150,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,14400.0,650000.0,0.022153846153846152,0,2,2,2.0,0.0
5,2025,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,14400.0,650000.0,0.022153846153846152,0,19,29,105.0,0.0
49,2023,PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA,Pregão Eletrônico,14382.0,650000.0,0.022126153846153847,0,8,11,24.0,0.0
371,2023,UEM-Universidade Estadual de Maringá,Pregão Eletrônico,14300.0,650000.0,0.022,0,4,4,4.0,0.0
909,2023,ADAPAR-Agência de Defesa Agropecuária do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),14226.61,650000.0,0.02188709230769231,0,2,13,51.0,0.0
278,2023,ADAPAR-Agência de Defesa Agropecuária do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),14140.08,650000.0,0.02175396923076923,0,11,26,81.0,0.0
57,2025,JUCEPAR-Junta Comercial do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),14136.0,650000.0,0.021747692307692308,0,10,38,75.0,0.0
94,2025,CASA CIVIL-Casa Civil do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),14123.0,650000.0,0.02172769230769231,0,6,9,10.0,0.0
1259,2023,UEM-Universidade Estadual de Maringá,Pregão Eletrônico,14022.0,650000.0,0.021572307692307693,0,3,4,4.0,0.0
614,2023,UENP-Universidade Estadual do Norte do Paraná,Pregão Eletrônico,13984.04,650000.0,0.021513907692307693,0,11,13,32.0,0.0
747,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),13975.5,650000.0,0.02150076923076923,0,22,45,72.0,0.0
747,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),13975.5,650000.0,0.02150076923076923,0,22,45,72.0,0.0
685,2025,UENP-Universidade Estadual do Norte do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),13938.8,650000.0,0.02144430769230769,0,7,10,51.0,0.0
1498,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,13929.3,650000.0,0.021429692307692306,0,3,3,3.0,0.0
1608,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),13863.43,650000.0,0.021328353846153846,0,10,14,19.0,0.0
592,2023,UENP-Universidade Estadual do Norte do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),13846.67,650000.0,0.02130256923076923,0,4,11,49.0,0.0
1571,2024,JUCEPAR-Junta Comercial do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),13790.09,650000.0,0.021215523076923076,0,1,2,2.0,0.0
20,2023,APPA-Administração dos Portos de Paranaguá e Antonina,Pregão Eletrônico,13786.0,650000.0,0.02120923076923077,0,17,28,100.0,0.0
10,2025,UNESPAR-Universidade Estadual do Paraná,Credenciamento,13737.5,650000.0,0.021134615384615384,0,25,40,71.0,0.0
13,2025,UNESPAR-Universidade Estadual do Paraná,Credenciamento,13737.5,650000.0,0.021134615384615384,0,16,85,148.0,0.0
1493,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,13727.73,650000.0,0.021119584615384615,0,5,11,17.0,0.0
272,2025,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),13723.6,650000.0,0.02111323076923077,0,13,55,99.0,0.0
2051,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),13721.05,650000.0,0.02110930769230769,0,2,19,24.0,0.0
5,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,13649.5,650000.0,0.02099923076923077,0,19,29,105.0,0.0
1929,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),13644.38,650000.0,0.020991353846153846,0,1,1,1.0,0.0
1793,2024,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,Pregão Eletrônico (Lei Federal 14.133/2021),13600.0,650000.0,0.020923076923076923,0,5,10,10.0,0.0
1339,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,13515.2,650000.0,0.020792615384615385,0,2,40,102.0,0.0
851,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,13498.0,650000.0,0.020766153846153847,0,3,7,31.0,0.0
763,2023,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),31044.1,1500000.0,0.020696066666666665,0,5,11,23.0,0.0
2,2025,CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,Licitação Eletrônica - Estatal,13428.0,650000.0,0.02065846153846154,0,31,155,206.0,0.0
320,2025,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),13396.13,650000.0,0.020609430769230767,0,7,18,21.0,0.0
1346,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),13350.0,650000.0,0.02053846153846154,0,5,6,64.0,0.0
138,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,13306.73,650000.0,0.020471892307692308,0,25,79,77.0,0.0
217,2025,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),13284.0,650000.0,0.020436923076923078,0,21,35,54.0,0.0
1483,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,13281.1,650000.0,0.020432461538461538,0,2,2,5.0,0.0
1225,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,13225.0,650000.0,0.020346153846153847,0,4,9,10.0,0.0
30,2023,UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon,Concorrência Pública,13200.0,650000.0,0.020307692307692308,0,29,52,67.0,0.0
886,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,13200.0,650000.0,0.020307692307692308,0,11,25,25.0,0.0
725,2023,ADAPAR-Agência de Defesa Agropecuária do Paraná,Pregão Eletrônico,30323.92,1500000.0,0.020215946666666665,0,11,17,29.0,0.0
451,2023,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),13120.66,650000.0,0.02018563076923077,0,9,13,74.0,0.0
198,2023,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),13112.48,650000.0,0.020173046153846155,0,11,29,110.0,0.0
2181,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),13060.0,650000.0,0.020092307692307694,0,1,1,5.0,0.0
625,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),13001.37,650000.0,0.020002107692307692,0,3,3,9.0,0.0
166,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,12966.0,650000.0,0.01994769230769231,0,7,45,120.0,0.0
220,2024,UEM-Universidade Estadual de Maringá,Concorrência Eletrônica (Lei Federal 14.133/2021),29900.0,1500000.0,0.019933333333333334,0,20,84,230.0,0.0
1905,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),12920.0,650000.0,0.019876923076923077,0,1,1,3.0,0.0
23,2024,UNICENTRO-Universidade Estadual do Centro-Oeste,Concorrência Eletrônica (Lei Federal 14.133/2021),12917.76,650000.0,0.019873476923076925,0,13,14,21.0,0.0
102,2024,UNESPAR-Universidade Estadual do Paraná,Concorrência Eletrônica (Lei Federal 14.133/2021),29700.0,1500000.0,0.0198,0,7,6,34.0,0.0
495,2024,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),12800.0,650000.0,0.019692307692307693,0,4,4,11.0,0.0
1175,2025,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),12785.28,650000.0,0.01966966153846154,0,2,2,40.0,0.0
40,2024,JUCEPAR-Junta Comercial do Paraná,Pregão Eletrônico,29500.0,1500000.0,0.019666666666666666,0,17,22,32.0,0.0
1896,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),12745.0,650000.0,0.01960769230769231,0,2,3,3.0,0.0
1016,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,12712.0,650000.0,0.019556923076923076,0,2,2,35.0,0.0
1096,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),12677.28,650000.0,0.019503507692307694,0,12,46,63.0,0.0
7,2024,COHAPAR-Companhia de Habitação do Paraná,Licitação Eletrônica - Estatal,12640.0,650000.0,0.019446153846153846,0,26,43,66.0,0.0
7,2024,COHAPAR-Companhia de Habitação do Paraná,Licitação Eletrônica - Estatal,12640.0,650000.0,0.019446153846153846,0,26,43,66.0,0.0
16,2023,UEL-Universidade Estadual de Londrina,Convite,12618.0,650000.0,0.019412307692307694,0,21,31,72.0,0.0
1213,2024,UNESPAR-Universidade Estadual do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),12483.52,650000.0,0.019205415384615385,0,3,3,3.0,0.0
265,2024,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),12480.0,650000.0,0.0192,0,3,3,28.0,0.0
832,2023,UENP-Universidade Estadual do Norte do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),12394.4,650000.0,0.019068307692307693,0,11,22,52.0,0.0
1733,2024,DER-Departamento de Estradas de Rodagem do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),28594.81,1500000.0,0.01906320666666667,0,0,0,1.0,0.0
1455,2023,UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná,Pregão Eletrônico,12390.2,650000.0,0.019061846153846155,0,2,2,2.0,0.0
2121,2024,SESA-Secretaria de Estado da Saúde,Pregão Eletrônico (Lei Federal 14.133/2021),12361.3,650000.0,0.019017384615384613,0,3,15,10.0,0.0
616,2024,UEPG-Universidade Estadual de Ponta Grossa,Pregão Eletrônico (Lei Federal 14.133/2021),12354.16,650000.0,0.0190064,0,10,41,143.0,0.0
761,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,12342.15,650000.0,0.018987923076923076,0,10,15,25.0,0.0
1477,2024,SEEC-Secretaria de Estado da Cultura (Antigo SECC),Pregão Eletrônico (Lei Federal 14.133/2021),12331.89,650000.0,0.01897213846153846,0,2,3,3.0,0.0
720,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,12279.0,650000.0,0.018890769230769232,0,18,92,106.0,0.0
105,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,12276.0,650000.0,0.018886153846153848,0,14,30,33.0,0.0
1001,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),12078.0,650000.0,0.018581538461538462,0,3,46,73.0,0.0
164,2023,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico (Lei Federal 14.133/2021),12040.0,650000.0,0.018523076923076923,0,7,8,11.0,0.0
544,2023,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico (Lei Federal 14.133/2021),12040.0,650000.0,0.018523076923076923,0,14,20,71.0,0.0
829,2025,UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu,Pregão Eletrônico (Lei Federal 14.133/2021),12010.0,650000.0,0.01847692307692308,0,9,11,17.0,0.0
1458,2023,UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná,Pregão Eletrônico,12000.0,650000.0,0.018461538461538463,0,1,1,1.0,0.0
350,2025,SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,Pregão Eletrônico (Lei Federal 14.133/2021),11951.52,650000.0,0.018386953846153846,0,6,20,26.0,0.0
1508,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,11910.96,650000.0,0.018324553846153845,0,16,10,10.0,0.0
2138,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),11876.17,650000.0,0.01827103076923077,0,7,22,24.0,0.0
621,2025,SEED-Secretaria de Estado da Educação,Pregão Eletrônico (Lei Federal 14.133/2021),11852.43,650000.0,0.018234507692307694,0,4,6,9.0,0.0
550,2023,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),11850.0,650000.0,0.01823076923076923,0,2,3,10.0,0.0
604,2023,SESP-Secretaria de Estado da Segurança Pública,Pregão Eletrônico (Lei Federal 14.133/2021),11806.08,650000.0,0.0181632,0,2,2,2.0,0.0
1962,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),11800.01,650000.0,0.01815386153846154,0,1,2,2.0,0.0
691,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,11772.0,650000.0,0.018110769230769232,0,3,4,40.0,0.0
1886,2024,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),11718.8,650000.0,0.018028923076923074,0,1,2,5.0,0.0
454,2025,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),11694.92,650000.0,0.017992184615384616,0,7,16,276.0,0.0
1416,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,11593.56,650000.0,0.017836246153846155,0,3,5,7.0,0.0
1020,2023,UEL-Universidade Estadual de Londrina,Pregão Eletrônico,11576.7,650000.0,0.017810307692307695,0,17,65,74.0,0.0
634,2024,UENP-Universidade Estadual do Norte do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),11562.62,650000.0,0.017788646153846156,0,9,6,21.0,0.0
1256,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,11551.26,650000.0,0.01777116923076923,0,0,0,3.0,0.0
1695,2024,UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu,Pregão Eletrônico (Lei Federal 14.133/2021),11485.71,650000.0,0.017670323076923077,0,1,1,1.0,0.0
703,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),11443.06,650000.0,0.01760470769230769,0,10,29,32.0,0.0
826,2025,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),11362.1,650000.0,0.017480153846153847,0,29,86,149.0,0.0
1432,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,11361.78,650000.0,0.01747966153846154,0,2,5,15.0,0.0
2247,2024,UEL-Universidade Estadual de Londrina,Pregão Eletrônico (Lei Federal 14.133/2021),11300.0,650000.0,0.017384615384615384,0,1,1,1.0,0.0
21,2025,CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná,Licitação Eletrônica - Estatal,11298.0,650000.0,0.017381538461538462,0,12,12,59.0,0.0
654,2023,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),11295.0,650000.0,0.017376923076923078,0,8,12,14.0,0.0
1192,2024,UEM-Universidade Estadual de Maringá,Pregão Eletrônico (Lei Federal 14.133/2021),11262.72,650000.0,0.017327261538461536,0,3,47,47.0,0.0
1482,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,11241.12,650000.0,0.01729403076923077,0,2,2,2.0,0.0
340,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,11235.3,650000.0,0.01728507692307692,0,1,1,5.0,0.0
867,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,11225.0,650000.0,0.01726923076923077,0,3,3,78.0,0.0
64,2024,UENP-Universidade Estadual do Norte do Paraná,Pregão Eletrônico,11200.0,650000.0,0.01723076923076923,0,11,19,188.0,0.0
425,2025,JUCEPAR-Junta Comercial do Paraná,Pregão Eletrônico (Lei Federal 14.133/2021),11200.0,650000.0,0.01723076923076923,0,10,13,27.0,0.0
1381,2023,FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,Pregão Eletrônico,11197.56,650000.0,0.017227015384615383,0,7,75,85.0,0.0
